poll;vote
248;yes
248;no
248;no
248;yes
248;yes
248;no
248;yes
248;no
248;no
248;yes
248;no
248;no
248;yes
248;yes
248;no
248;yes
248;yes
248;no
248;yes
248;yes
248;yes
248;no
248;no
249;yes
249;yes
249;yes
249;yes
249;no
249;yes
249;yes
249;no
249;yes
249;yes
249;yes
249;yes
249;no
249;yes
249;yes
249;yes
249;yes
249;yes
249;no
249;no
249;no
249;yes
249;no
249;yes
249;yes
249;no
249;yes
249;no
249;yes
249;yes
250;no
250;yes
250;yes
250;yes
250;yes
250;no
250;yes
250;yes
250;no
250;no
250;no
250;yes
250;no
250;no
250;no
250;yes
250;yes
250;yes
250;yes
250;yes
250;yes
250;yes
250;yes
250;yes
250;no
250;yes
250;yes
250;yes
250;no
250;yes
251;yes
251;yes
251;no
251;no
251;yes
251;yes
251;yes
251;yes
251;yes
251;yes
251;no
251;yes
251;no
251;no
251;yes
251;yes
251;yes
251;no
251;no
251;yes
251;yes
251;yes
251;no
251;no
251;yes
251;no
251;yes
251;no
251;no
251;yes
252;yes
252;yes
252;yes
252;yes
252;yes
252;no
252;yes
252;yes
252;yes
252;yes
252;yes
252;yes
252;no
252;no
252;yes
252;yes
252;yes
252;yes
252;yes
252;no
252;yes
252;no
252;yes
252;no
252;no
252;no
252;no
252;yes
252;no
252;no
253;yes
253;yes
253;no
253;yes
253;yes
253;yes
253;yes
253;yes
253;yes
253;yes
253;no
253;no
253;yes
253;no
253;yes
253;no
253;yes
253;yes
253;yes
253;no
253;no
253;yes
253;no
253;no
253;no
253;no
253;yes
253;no
253;no
253;yes
254;yes
254;no
254;yes
254;yes
254;no
254;no
254;no
254;yes
254;yes
254;yes
254;no
254;no
254;yes
254;yes
254;yes
254;no
254;yes
254;yes
254;no
254;no
254;yes
254;no
254;no
254;yes
254;yes
254;no
254;no
254;yes
254;no
254;no
255;yes
255;no
255;no
255;yes
255;yes
255;no
255;yes
255;yes
255;yes
255;no
255;yes
255;yes
255;yes
255;no
255;no
255;yes
255;yes
255;no
255;yes
255;yes
255;no
255;yes
255;yes
255;yes
255;yes
255;yes
255;yes
255;no
255;yes
255;yes
256;yes
256;yes
256;no
256;no
256;yes
256;yes
256;yes
256;yes
256;no
256;no
256;yes
256;yes
256;yes
256;yes
256;yes
256;no
256;no
256;yes
256;no
256;yes
256;yes
256;yes
256;no
256;no
256;yes
256;no
256;no
256;yes
256;no
256;yes
257;yes
257;yes
257;yes
257;no
257;yes
257;yes
257;yes
257;yes
257;yes
257;no
257;yes
257;yes
257;yes
257;yes
257;yes
257;yes
257;yes
257;no
257;yes
257;yes
257;yes
257;yes
257;no
257;no
257;no
257;yes
257;no
257;yes
257;no
257;no
258;yes
258;no
258;no
258;yes
258;no
258;yes
258;yes
258;yes
258;yes
258;yes
258;no
258;yes
258;no
258;yes
258;no
258;no
258;no
258;yes
258;yes
258;yes
258;no
258;yes
258;yes
258;no
258;yes
258;yes
258;yes
258;no
258;yes
258;no
259;yes
259;no
259;yes
259;yes
259;yes
259;yes
259;yes
259;no
259;no
259;no
259;no
259;no
259;no
259;yes
259;no
259;no
259;yes
259;no
259;yes
259;no
259;yes
259;no
259;yes
259;no
259;no
259;yes
259;no
259;no
259;no
259;yes
260;yes
260;no
260;no
260;yes
260;no
260;yes
260;yes
260;yes
260;yes
260;no
260;yes
260;no
260;yes
260;yes
260;no
260;yes
260;yes
260;yes
260;yes
260;no
260;yes
260;no
260;yes
260;yes
260;yes
260;no
260;no
260;yes
260;yes
260;no
261;yes
261;yes
261;no
261;yes
261;no
261;yes
261;yes
261;yes
261;yes
261;no
261;no
261;yes
261;yes
261;no
261;no
261;yes
261;no
261;no
261;no
261;yes
261;yes
261;no
261;no
261;yes
261;no
261;yes
261;yes
261;yes
261;no
261;yes
262;no
262;yes
262;no
262;yes
262;no
262;yes
262;yes
262;no
262;no
262;yes
262;yes
262;no
262;yes
262;yes
262;no
262;yes
262;no
262;yes
262;yes
262;no
262;no
262;yes
262;yes
262;yes
262;yes
262;no
262;yes
262;yes
262;yes
262;yes
263;no
263;no
263;yes
263;no
263;no
263;yes
263;yes
263;no
263;yes
263;yes
263;yes
263;yes
263;yes
263;no
263;yes
263;no
263;no
263;yes
263;yes
263;no
263;yes
263;no
263;yes
263;no
263;yes
263;yes
263;yes
263;yes
263;yes
263;no
264;no
264;no
264;yes
264;no
264;yes
264;yes
264;no
264;no
264;no
264;yes
264;yes
264;no
264;yes
264;no
264;yes
264;yes
264;yes
264;yes
264;yes
264;yes
264;yes
264;yes
264;yes
264;no
264;yes
264;yes
264;yes
264;yes
264;yes
264;no
265;yes
265;no
265;yes
265;no
265;yes
265;yes
265;no
265;no
265;yes
265;yes
265;no
265;no
265;yes
265;no
265;yes
265;no
265;yes
265;yes
265;yes
265;no
265;yes
265;yes
265;no
265;yes
265;no
265;yes
265;yes
265;yes
265;no
265;no
266;no
266;yes
266;no
266;yes
266;no
266;yes
266;no
266;no
266;no
266;yes
266;no
266;yes
266;yes
266;no
266;no
266;no
266;no
266;yes
266;yes
266;yes
266;yes
266;no
266;yes
266;no
266;yes
266;no
266;yes
266;yes
266;yes
266;no
267;yes
267;yes
267;yes
267;no
267;yes
267;yes
267;no
267;no
267;yes
267;no
267;no
267;no
267;no
267;no
267;yes
267;yes
267;no
267;yes
267;no
267;no
267;yes
267;yes
267;no
267;no
267;no
267;yes
267;no
267;yes
267;yes
267;yes
268;yes
268;yes
268;no
268;yes
268;yes
268;no
268;no
268;yes
268;yes
268;no
268;yes
268;no
268;yes
268;yes
268;no
268;yes
268;no
268;yes
268;yes
268;yes
268;yes
268;yes
268;no
268;no
268;yes
268;no
268;yes
268;yes
268;yes
268;yes
269;yes
269;yes
269;yes
269;yes
269;no
269;no
269;no
269;no
269;no
269;no
269;no
269;yes
269;yes
269;yes
269;yes
269;yes
269;no
269;no
269;no
269;no
269;no
269;no
269;yes
269;yes
269;yes
269;yes
269;yes
269;yes
269;no
269;yes
270;yes
270;no
270;no
270;no
270;no
270;no
270;yes
270;no
270;yes
270;no
270;yes
270;yes
270;no
270;no
270;yes
270;yes
270;no
270;yes
270;yes
270;yes
270;no
270;yes
270;yes
270;no
270;no
270;yes
270;no
270;no
270;yes
270;yes
271;yes
271;no
271;yes
271;yes
271;yes
271;no
271;yes
271;no
271;no
271;no
271;no
271;no
271;yes
271;yes
271;no
271;yes
271;yes
271;no
271;no
271;no
271;yes
271;yes
271;yes
271;yes
271;yes
271;yes
271;yes
271;no
271;yes
271;no
272;yes
272;yes
272;yes
272;yes
272;yes
272;yes
272;yes
272;yes
272;yes
272;yes
272;no
272;yes
272;yes
272;no
272;yes
272;yes
272;no
272;no
272;yes
272;no
272;yes
272;yes
272;no
272;yes
272;yes
272;no
272;no
272;yes
272;yes
272;yes
273;no
273;yes
273;no
273;no
273;yes
273;yes
273;no
273;yes
273;no
273;no
273;yes
273;yes
273;yes
273;no
273;no
273;no
273;yes
273;no
273;no
273;no
273;no
273;yes
273;no
273;yes
273;yes
273;no
273;no
273;yes
273;no
273;yes
274;yes
274;yes
274;no
274;no
274;yes
274;yes
274;yes
274;yes
274;yes
274;no
274;no
274;yes
274;yes
274;yes
274;yes
274;yes
274;yes
274;yes
274;yes
274;yes
274;yes
274;yes
274;yes
274;yes
274;no
274;yes
274;no
274;yes
274;yes
274;yes
275;yes
275;yes
275;no
275;yes
275;yes
275;yes
275;no
275;yes
275;yes
275;yes
275;no
275;yes
275;yes
275;no
275;yes
275;yes
275;no
275;no
275;yes
275;yes
275;no
275;yes
275;yes
275;yes
275;yes
275;no
275;no
275;yes
275;yes
275;yes
276;yes
276;no
276;yes
276;no
276;yes
276;yes
276;yes
276;yes
276;yes
276;yes
276;yes
276;yes
276;no
276;yes
276;no
276;no
276;no
276;yes
276;yes
276;no
276;yes
276;yes
276;yes
276;no
276;yes
276;yes
276;yes
276;yes
276;no
276;no
277;no
277;no
277;yes
277;yes
277;yes
277;yes
277;yes
277;yes
277;no
277;no
277;yes
277;no
277;yes
277;no
277;yes
277;no
277;no
277;no
277;yes
277;no
277;yes
277;no
277;yes
277;yes
277;no
277;yes
277;yes
277;yes
277;yes
277;no
278;yes
278;yes
278;no
278;yes
278;yes
278;yes
278;yes
278;yes
278;yes
278;no
278;no
278;yes
278;yes
278;yes
278;yes
278;no
278;no
278;no
278;no
278;yes
278;yes
278;no
278;no
278;no
278;yes
278;no
278;yes
278;yes
278;no
278;no
279;no
279;yes
279;yes
279;no
279;yes
279;yes
279;yes
279;no
279;no
279;no
279;yes
279;no
279;yes
279;yes
279;yes
279;yes
279;no
279;no
279;no
279;no
279;yes
279;yes
279;yes
279;yes
279;no
279;yes
279;yes
279;yes
279;yes
279;no
280;no
280;no
280;no
280;yes
280;yes
280;no
280;yes
280;yes
280;yes
280;yes
280;yes
280;yes
280;no
280;yes
280;yes
280;no
280;no
280;yes
280;yes
280;yes
280;yes
280;yes
280;no
280;yes
280;no
280;yes
280;no
280;yes
280;yes
280;yes
281;no
281;yes
281;no
281;no
281;yes
281;no
281;yes
281;yes
281;yes
281;yes
281;yes
281;yes
281;yes
281;yes
281;no
281;yes
281;no
281;yes
281;yes
281;no
281;no
281;no
281;yes
281;no
281;yes
281;yes
281;no
281;yes
281;no
281;yes
282;yes
282;yes
282;yes
282;yes
282;yes
282;no
282;yes
282;no
282;yes
282;no
282;no
282;no
282;yes
282;yes
282;yes
282;yes
282;yes
282;yes
282;yes
282;no
282;no
282;no
282;yes
282;yes
282;no
282;no
282;yes
282;yes
282;no
282;yes
283;yes
283;no
283;yes
283;yes
283;no
283;yes
283;no
283;no
283;no
283;yes
283;yes
283;no
283;yes
283;yes
283;no
283;no
283;no
283;no
283;yes
283;no
283;yes
283;yes
283;no
283;yes
283;yes
283;no
283;no
283;yes
283;yes
283;no
284;yes
284;yes
284;yes
284;no
284;no
284;no
284;yes
284;no
284;yes
284;no
284;yes
284;yes
284;no
284;yes
284;yes
284;no
284;no
284;yes
284;yes
284;no
284;no
284;no
284;yes
284;yes
284;yes
284;no
284;yes
284;yes
284;yes
284;yes
285;no
285;no
285;no
285;no
285;yes
285;no
285;no
285;yes
285;no
285;no
285;no
285;yes
285;no
285;no
285;yes
285;yes
285;no
285;no
285;no
285;no
285;no
285;no
285;yes
285;no
285;no
285;yes
285;yes
285;yes
285;no
285;no
286;no
286;no
286;yes
286;yes
286;yes
286;no
286;no
286;no
286;yes
286;yes
286;yes
286;no
286;yes
286;no
286;yes
286;yes
286;yes
286;yes
286;yes
286;yes
286;no
286;yes
286;yes
286;no
286;no
286;no
286;yes
286;yes
286;yes
286;no
287;yes
287;yes
287;no
287;yes
287;no
287;no
287;yes
287;yes
287;no
287;yes
287;no
287;yes
287;no
287;no
287;yes
287;yes
287;yes
287;no
287;yes
287;yes
287;yes
287;no
287;yes
287;no
287;yes
287;yes
287;yes
287;no
287;yes
287;no
288;yes
288;no
288;yes
288;no
288;yes
288;no
288;no
288;no
288;yes
288;yes
288;no
288;yes
288;no
288;yes
288;yes
288;no
288;no
288;yes
288;no
288;yes
288;yes
288;yes
288;no
288;yes
288;yes
288;no
288;yes
288;yes
288;no
288;yes
289;yes
289;yes
289;yes
289;yes
289;no
289;yes
289;yes
289;yes
289;yes
289;no
289;yes
289;yes
289;yes
289;no
289;yes
289;yes
289;no
289;yes
289;yes
289;yes
289;yes
289;yes
289;yes
289;yes
289;no
289;no
289;no
289;yes
289;yes
289;yes
290;yes
290;no
290;yes
290;yes
290;yes
290;yes
290;yes
290;yes
290;yes
290;no
290;yes
290;yes
290;yes
290;yes
290;yes
290;no
290;yes
290;yes
290;yes
290;no
290;yes
290;yes
290;no
290;no
290;no
290;yes
290;no
290;no
290;no
290;no
291;no
291;yes
291;no
291;yes
291;no
291;yes
291;no
291;yes
291;no
291;yes
291;no
291;yes
291;yes
291;yes
291;yes
291;yes
291;no
291;no
291;yes
291;no
291;yes
291;no
291;yes
291;no
291;yes
291;yes
291;yes
291;no
291;no
291;no
292;no
292;no
292;yes
292;no
292;no
292;yes
292;yes
292;yes
292;yes
292;no
292;yes
292;yes
292;yes
292;no
292;yes
292;yes
292;yes
292;no
292;yes
292;no
292;yes
292;yes
292;no
292;no
292;no
292;no
292;no
292;no
292;no
292;no
293;no
293;yes
293;yes
293;yes
293;yes
293;yes
293;no
293;yes
293;yes
293;yes
293;yes
293;no
293;yes
293;yes
293;no
293;yes
293;no
293;no
293;no
293;yes
293;no
293;yes
293;no
293;no
293;no
293;no
293;no
293;yes
293;yes
293;no
294;yes
294;no
294;yes
294;no
294;yes
294;no
294;no
294;yes
294;yes
294;yes
294;yes
294;yes
294;no
294;yes
294;no
294;yes
294;no
294;no
294;yes
294;yes
294;yes
294;yes
294;yes
294;yes
294;yes
294;no
294;yes
294;yes
294;yes
294;no
295;yes
295;no
295;no
295;no
295;no
295;no
295;no
295;no
295;yes
295;yes
295;yes
295;yes
295;no
295;no
295;yes
295;no
295;no
295;yes
295;yes
295;yes
295;no
295;yes
295;no
295;yes
295;yes
295;no
295;yes
295;no
295;no
295;no
296;no
296;no
296;yes
296;yes
296;no
296;yes
296;yes
296;yes
296;no
296;yes
296;no
296;yes
296;no
296;yes
296;yes
296;yes
296;no
296;yes
296;yes
296;yes
296;yes
296;yes
296;no
296;no
296;yes
296;yes
296;yes
296;no
296;yes
296;no
297;yes
297;yes
297;no
297;yes
297;yes
297;no
297;yes
297;yes
297;no
297;yes
297;yes
297;no
297;yes
297;yes
297;yes
297;yes
297;yes
297;yes
297;yes
297;no
297;no
297;yes
297;yes
297;no
297;yes
297;no
297;yes
297;yes
297;yes
297;no
298;no
298;no
298;yes
298;yes
298;yes
298;yes
298;no
298;yes
298;yes
298;yes
298;no
298;yes
298;yes
298;no
298;yes
298;yes
298;yes
298;yes
298;yes
298;yes
298;yes
298;no
298;no
298;no
298;no
298;no
298;yes
298;no
298;no
298;yes
299;yes
299;yes
299;yes
299;yes
299;yes
299;yes
299;yes
299;yes
299;yes
299;no
299;no
299;no
299;no
299;no
299;no
299;yes
299;yes
299;yes
299;yes
299;no
299;yes
299;no
299;no
299;yes
299;yes
299;yes
299;yes
299;yes
299;no
299;yes
300;no
300;yes
300;yes
300;yes
300;yes
300;yes
300;no
300;no
300;yes
300;no
300;no
300;yes
300;yes
300;no
300;no
300;no
300;no
300;yes
300;yes
300;yes
300;no
300;yes
300;no
300;no
300;no
300;yes
300;no
300;no
300;no
300;no
301;no
301;yes
301;yes
301;yes
301;yes
301;yes
301;yes
301;no
301;no
301;yes
301;yes
301;no
301;yes
301;yes
301;no
301;no
301;yes
301;yes
301;no
301;yes
301;yes
301;yes
301;yes
301;yes
301;no
301;yes
301;yes
301;yes
301;no
301;no
302;no
302;yes
302;yes
302;no
302;yes
302;yes
302;yes
302;yes
302;yes
302;no
302;no
302;no
302;no
302;yes
302;yes
302;no
302;yes
302;no
302;yes
302;yes
302;yes
302;no
302;no
302;yes
302;yes
302;no
302;yes
302;no
302;no
302;no
303;yes
303;no
303;no
303;no
303;no
303;yes
303;no
303;yes
303;no
303;yes
303;yes
303;yes
303;yes
303;no
303;yes
303;yes
303;no
303;yes
303;no
303;no
303;yes
303;yes
303;no
303;yes
303;yes
303;yes
303;yes
303;yes
303;yes
303;yes
304;yes
304;yes
304;yes
304;no
304;no
304;no
304;no
304;yes
304;yes
304;no
304;no
304;yes
304;no
304;yes
304;no
304;yes
304;yes
304;no
304;yes
304;yes
304;no
304;yes
304;no
304;yes
304;yes
304;yes
304;yes
304;yes
304;yes
304;no
305;yes
305;yes
305;yes
305;no
305;yes
305;no
305;yes
305;no
305;yes
305;yes
305;yes
305;no
305;yes
305;yes
305;yes
305;no
305;yes
305;no
305;no
305;yes
305;no
305;no
305;yes
305;no
305;yes
305;yes
305;no
305;yes
305;no
305;no
306;yes
306;yes
306;yes
306;yes
306;no
306;yes
306;no
306;yes
306;no
306;no
306;no
306;no
306;yes
306;no
306;yes
306;yes
306;yes
306;no
306;yes
306;no
306;yes
306;no
306;no
306;yes
306;yes
306;no
306;yes
306;yes
306;no
306;yes
307;yes
307;no
307;yes
307;yes
307;yes
307;yes
307;yes
307;yes
307;no
307;no
307;no
307;no
307;yes
307;no
307;no
307;yes
307;no
307;no
307;yes
307;yes
307;yes
307;no
307;yes
307;yes
307;yes
307;yes
307;no
307;no
307;yes
307;yes
308;no
308;no
308;yes
308;yes
308;yes
308;no
308;no
308;no
308;no
308;no
308;no
308;no
308;yes
308;yes
308;no
308;no
308;yes
308;yes
308;yes
308;no
308;yes
308;no
308;yes
308;yes
308;yes
308;yes
308;no
308;yes
308;no
308;yes
309;no
309;yes
309;yes
309;yes
309;yes
309;yes
309;yes
309;no
309;yes
309;yes
309;no
309;yes
309;no
309;yes
309;no
309;no
309;yes
309;no
309;yes
309;no
309;no
309;yes
309;yes
309;no
309;no
309;yes
309;yes
309;yes
309;no
309;yes
310;no
310;no
310;yes
310;yes
310;no
310;no
310;no
310;yes
310;yes
310;yes
310;yes
310;no
310;no
310;no
310;no
310;no
310;no
310;no
310;yes
310;yes
310;yes
310;yes
310;no
310;yes
310;yes
310;yes
310;yes
310;yes
310;no
310;yes
311;yes
311;yes
311;yes
311;no
311;yes
311;no
311;yes
311;no
311;yes
311;yes
311;yes
311;yes
311;no
311;no
311;yes
311;yes
311;yes
311;yes
311;no
311;no
311;yes
311;yes
311;yes
311;no
311;no
311;yes
311;no
311;no
311;no
311;yes
312;yes
312;no
312;yes
312;yes
312;yes
312;yes
312;no
312;no
312;no
312;yes
312;yes
312;no
312;no
312;no
312;no
312;yes
312;yes
312;yes
312;yes
312;yes
312;no
312;no
312;yes
312;no
312;yes
312;no
312;yes
312;yes
312;no
312;no
313;no
313;no
313;yes
313;yes
313;yes
313;yes
313;no
313;no
313;no
313;yes
313;yes
313;yes
313;no
313;yes
313;no
313;yes
313;yes
313;no
313;yes
313;yes
313;yes
313;no
313;yes
313;no
313;yes
313;yes
313;yes
313;no
313;yes
313;yes
314;no
314;yes
314;yes
314;yes
314;yes
314;yes
314;no
314;yes
314;no
314;no
314;no
314;yes
314;yes
314;yes
314;yes
314;no
314;no
314;yes
314;no
314;yes
314;yes
314;yes
314;yes
314;yes
314;yes
314;yes
314;yes
314;no
314;yes
314;yes
315;yes
315;yes
315;yes
315;no
315;no
315;no
315;yes
315;yes
315;no
315;no
315;yes
315;yes
315;no
315;yes
315;no
315;yes
315;no
315;no
315;no
315;no
315;yes
315;no
315;yes
315;no
315;yes
315;yes
315;yes
315;yes
315;no
315;no
316;yes
316;no
316;yes
316;no
316;no
316;yes
316;yes
316;yes
316;no
316;yes
316;no
316;yes
316;yes
316;no
316;yes
316;yes
316;no
316;yes
316;yes
316;no
316;no
316;no
316;no
316;yes
316;yes
316;yes
316;yes
316;yes
316;yes
316;no
317;yes
317;yes
317;yes
317;no
317;yes
317;yes
317;yes
317;no
317;no
317;yes
317;no
317;yes
317;yes
317;yes
317;yes
317;yes
317;yes
317;no
317;yes
317;no
317;no
317;no
317;yes
317;no
317;no
317;yes
317;no
317;yes
317;yes
317;no
318;no
318;yes
318;no
318;yes
318;yes
318;yes
318;yes
318;no
318;no
318;yes
318;yes
318;yes
318;no
318;no
318;no
318;yes
318;no
318;yes
318;yes
318;yes
318;yes
318;no
318;yes
318;yes
318;yes
318;yes
318;yes
318;no
318;yes
318;no
319;no
319;no
319;yes
319;yes
319;yes
319;yes
319;yes
319;yes
319;no
319;no
319;no
319;no
319;yes
319;no
319;yes
319;yes
319;no
319;yes
319;no
319;yes
319;yes
319;yes
319;yes
319;no
319;yes
319;no
319;yes
319;no
319;yes
319;yes
320;yes
320;yes
320;no
320;no
320;no
320;no
320;no
320;yes
320;yes
320;yes
320;yes
320;yes
320;no
320;no
320;yes
320;yes
320;no
320;yes
320;yes
320;no
320;yes
320;no
320;yes
320;no
320;no
320;yes
320;yes
320;yes
320;yes
320;yes
321;no
321;yes
321;yes
321;no
321;no
321;no
321;yes
321;yes
321;yes
321;yes
321;no
321;no
321;yes
321;yes
321;no
321;no
321;yes
321;no
321;yes
321;yes
321;yes
321;no
321;yes
321;yes
321;yes
321;yes
321;no
321;yes
321;yes
321;yes
322;no
322;no
322;yes
322;no
322;no
322;no
322;yes
322;yes
322;yes
322;no
322;no
322;no
322;yes
322;yes
322;no
322;no
322;no
322;yes
322;yes
322;yes
322;no
322;yes
322;yes
322;no
322;yes
322;no
322;yes
322;yes
322;yes
322;no
323;yes
323;yes
323;no
323;no
323;yes
323;no
323;no
323;yes
323;no
323;yes
323;yes
323;yes
323;yes
323;yes
323;no
323;no
323;yes
323;no
323;yes
323;yes
323;no
323;yes
323;yes
323;yes
323;yes
323;yes
323;yes
323;yes
323;yes
323;yes
324;yes
324;yes
324;yes
324;no
324;yes
324;yes
324;yes
324;yes
324;no
324;yes
324;yes
324;yes
324;yes
324;no
324;no
324;no
324;no
324;yes
324;yes
324;no
324;no
324;no
324;yes
324;yes
324;no
324;yes
324;yes
324;no
324;no
324;yes
325;yes
325;yes
325;yes
325;no
325;no
325;yes
325;yes
325;yes
325;yes
325;no
325;yes
325;yes
325;yes
325;yes
325;yes
325;no
325;yes
325;yes
325;yes
325;no
325;yes
325;yes
325;yes
325;no
325;yes
325;yes
325;yes
325;yes
325;no
325;no
326;no
326;yes
326;no
326;no
326;yes
326;yes
326;no
326;yes
326;yes
326;yes
326;yes
326;no
326;yes
326;yes
326;no
326;yes
326;yes
326;yes
326;no
326;no
326;no
326;no
326;yes
326;yes
326;yes
326;no
326;yes
326;yes
326;no
326;yes
327;no
327;yes
327;yes
327;no
327;no
327;no
327;no
327;yes
327;yes
327;yes
327;no
327;no
327;no
327;no
327;yes
327;yes
327;no
327;no
327;no
327;yes
327;no
327;yes
327;yes
327;no
327;no
327;yes
327;no
327;yes
327;no
327;no
328;yes
328;yes
328;no
328;no
328;no
328;yes
328;yes
328;no
328;yes
328;yes
328;yes
328;yes
328;yes
328;yes
328;no
328;no
328;yes
328;yes
328;yes
328;no
328;yes
328;yes
328;yes
328;yes
328;no
328;yes
328;yes
328;yes
328;yes
328;yes
329;no
329;no
329;yes
329;no
329;no
329;yes
329;no
329;yes
329;no
329;yes
329;no
329;yes
329;no
329;yes
329;yes
329;yes
329;yes
329;yes
329;no
329;no
329;no
329;yes
329;yes
329;yes
329;yes
329;no
329;yes
329;yes
329;no
329;yes
330;no
330;yes
330;no
330;yes
330;yes
330;no
330;yes
330;no
330;no
330;yes
330;yes
330;yes
330;no
330;yes
330;no
330;no
330;yes
330;no
330;yes
330;yes
330;yes
330;yes
330;yes
330;no
330;yes
330;yes
330;no
330;no
330;no
330;no
331;yes
331;yes
331;no
331;yes
331;yes
331;yes
331;no
331;yes
331;yes
331;yes
331;yes
331;no
331;yes
331;no
331;no
331;no
331;yes
331;no
331;no
331;no
331;no
331;no
331;yes
331;no
331;yes
331;yes
331;no
331;yes
331;no
331;no
332;no
332;yes
332;yes
332;yes
332;yes
332;yes
332;yes
332;yes
332;no
332;yes
332;yes
332;no
332;no
332;yes
332;no
332;yes
332;yes
332;yes
332;yes
332;yes
332;yes
332;no
332;no
332;yes
332;yes
332;no
332;no
332;no
332;no
332;no
333;yes
333;no
333;yes
333;no
333;yes
333;no
333;no
333;yes
333;no
333;yes
333;no
333;no
333;no
333;no
333;no
333;yes
333;no
333;no
333;yes
333;yes
333;yes
333;yes
333;no
333;yes
333;yes
333;yes
333;yes
333;no
333;yes
333;no
334;no
334;no
334;no
334;yes
334;yes
334;yes
334;yes
334;yes
334;no
334;yes
334;no
334;yes
334;yes
334;yes
334;no
334;no
334;yes
334;no
334;no
334;no
334;yes
334;yes
334;yes
334;yes
334;yes
334;yes
334;yes
334;yes
334;no
334;yes
335;yes
335;no
335;yes
335;yes
335;yes
335;yes
335;no
335;yes
335;no
335;no
335;yes
335;yes
335;no
335;yes
335;yes
335;no
335;yes
335;yes
335;no
335;no
335;no
335;yes
335;no
335;yes
335;no
335;no
335;yes
335;yes
335;yes
335;no
336;no
336;yes
336;no
336;no
336;yes
336;no
336;no
336;no
336;yes
336;yes
336;yes
336;no
336;no
336;no
336;no
336;yes
336;yes
336;no
336;yes
336;yes
336;yes
336;yes
336;yes
336;yes
336;no
336;no
336;yes
336;no
336;yes
336;yes
337;no
337;yes
337;no
337;yes
337;yes
337;no
337;yes
337;yes
337;no
337;no
337;no
337;yes
337;no
337;yes
337;yes
337;yes
337;yes
337;yes
337;yes
337;yes
337;no
337;yes
337;yes
337;yes
337;yes
337;yes
337;no
337;yes
337;yes
337;no
338;yes
338;yes
338;no
338;no
338;yes
338;yes
338;yes
338;yes
338;yes
338;yes
338;no
338;no
338;no
338;no
338;yes
338;no
338;yes
338;yes
338;yes
338;no
338;no
338;no
338;no
338;yes
338;yes
338;no
338;yes
338;yes
338;no
338;no
339;no
339;yes
339;no
339;no
339;yes
339;no
339;yes
339;no
339;no
339;yes
339;yes
339;no
339;no
339;yes
339;yes
339;no
339;yes
339;yes
339;yes
339;yes
339;yes
339;no
339;yes
339;no
339;yes
339;yes
339;yes
339;yes
339;yes
339;no
340;yes
340;yes
340;yes
340;yes
340;no
340;yes
340;yes
340;no
340;yes
340;yes
340;no
340;no
340;yes
340;yes
340;yes
340;yes
340;no
340;no
340;no
340;no
340;no
340;no
340;no
340;no
340;yes
340;yes
340;yes
340;yes
340;yes
340;yes
341;yes
341;no
341;no
341;no
341;yes
341;yes
341;yes
341;yes
341;no
341;no
341;yes
341;no
341;no
341;yes
341;yes
341;yes
341;no
341;yes
341;no
341;yes
341;no
341;no
341;yes
341;yes
341;yes
341;yes
341;yes
341;yes
341;no
341;no
342;yes
342;yes
342;yes
342;no
342;yes
342;no
342;yes
342;yes
342;yes
342;yes
342;yes
342;yes
342;yes
342;yes
342;no
342;no
342;yes
342;no
342;no
342;no
342;yes
342;yes
342;yes
342;no
342;yes
342;yes
342;yes
342;no
342;no
342;no
343;yes
343;yes
343;yes
343;yes
343;yes
343;yes
343;yes
343;no
343;no
343;yes
343;no
343;yes
343;no
343;yes
343;no
343;yes
343;no
343;yes
343;yes
343;yes
343;yes
343;no
343;no
343;yes
343;no
343;no
343;yes
343;yes
343;yes
343;yes
344;no
344;yes
344;no
344;yes
344;yes
344;yes
344;no
344;no
344;no
344;yes
344;yes
344;yes
344;yes
344;yes
344;yes
344;yes
344;no
344;no
344;no
344;yes
344;yes
344;yes
344;yes
344;no
344;no
344;no
344;yes
344;yes
344;yes
344;no
345;no
345;no
345;yes
345;no
345;yes
345;yes
345;no
345;no
345;yes
345;yes
345;yes
345;no
345;yes
345;yes
345;yes
345;yes
345;no
345;yes
345;no
345;yes
345;yes
345;no
345;yes
345;no
345;yes
345;yes
345;no
345;no
345;yes
345;yes
346;no
346;yes
346;no
346;yes
346;yes
346;yes
346;no
346;no
346;no
346;yes
346;yes
346;yes
346;yes
346;no
346;yes
346;no
346;no
346;no
346;yes
346;no
346;no
346;no
346;no
346;yes
346;no
346;yes
346;yes
346;yes
346;no
346;yes
347;no
347;yes
347;yes
347;yes
347;yes
347;no
347;yes
347;yes
347;no
347;yes
347;yes
347;yes
347;yes
347;no
347;yes
347;no
347;yes
347;no
347;no
347;yes
347;yes
347;yes
347;yes
347;no
347;yes
347;yes
347;no
347;no
347;no
347;yes
348;no
348;no
348;no
348;yes
348;no
348;no
348;yes
348;yes
348;yes
348;yes
348;yes
348;yes
348;no
348;no
348;yes
348;no
348;yes
348;yes
348;yes
348;yes
348;no
348;yes
348;no
348;yes
348;yes
348;yes
348;no
348;yes
348;yes
348;no
349;yes
349;yes
349;no
349;yes
349;yes
349;no
349;yes
349;yes
349;no
349;yes
349;no
349;yes
349;no
349;no
349;yes
349;no
349;yes
349;no
349;no
349;no
349;no
349;yes
349;no
349;no
349;no
