id;country;managed_by;fulfill_via;vendor_inco_term;shipment_mode;late_delivery;late;product_group;sub_classification;vendor;item_description;molecule_test_type;brand;dosage;dosage_form;unit_of_measure_per_pack;line_item_quantity;line_item_value;pack_price;unit_price;manufacturing_site;first_line_designation;weight_kilograms;freight_cost_usd;line_item_insurance_usd
55017;Tanzania;PMO - US;Direct Drop;EXW;Ocean;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs;Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate;Generic;600/200/300mg;Tablet - FDC;30;163929;2047473,21;12,49;0,42;Mylan (formerly Matrix) Nashik;Yes;21675;20312,64;2532,72
25220;Nigeria;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2352;209328,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;1058;21683,23;293,48
52725;Sudan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;132;4224,00;32,00;1,60;Trinity Biotech, Plc;Yes;50;1595,38;6,97
130;Haiti;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests;HIV 1/2, Determine HIV Kit, without Lancets;Determine;N/A;Test kit;100;750;53992,50;71,99;0,72;Inverness Japan;Yes;171;3518,38;86,39
75091;Namibia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;728;23296,00;32,00;1,60;Trinity Biotech, Plc;Yes;238;2789,67;32,66
75751;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Zidovudine 300mg, tablets, 60 Tabs;Zidovudine;Generic;300mg;Tablet;60;336;2436,00;7,25;0,12;Aurobindo Unit III, India;Yes;19;8495,83;5,25
36710;Malawi;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;94;3008,00;32,00;1,60;Trinity Biotech, Plc;Yes;32;1136,31;3,72
81495;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB);HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests;HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody;Colloidal Gold;N/A;Test kit;1;40;920,00;23,00;23,00;KHB Test Kit Facility, Shanghai China;Yes;30;835,01;1,98
2463;Rwanda;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Adult;CIPLA LIMITED;Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs;Lamivudine/Zidovudine;Generic;150/300mg;Tablet - FDC;60;7840;71344,00;9,10;0,15;Cipla, Goa, India;Yes;719;853,88;139,83
39263;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;HETERO LABS LIMITED;Nevirapine 200mg, tablets, 60 Tabs;Nevirapine;Generic;200mg;Tablet;60;9023;21925,89;2,43;0,04;Hetero Unit III Hyderabad IN;Yes;5359;18473,57;47,27
55206;Pakistan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;4484;358720,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;2134;32272,00;502,93
80470;Vietnam;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs;Lopinavir/Ritonavir;Aluvia;200/50mg;Tablet;120;1114;67753,48;60,82;0,51;ABBVIE Ludwigshafen Germany;Yes;266;6568,70;83,81
28335;Kenya;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;3750;300000,00;80,00;0,80;Inverness Japan;Yes;1065;10075,76;588,00
81747;Mozambique;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;HETERO LABS LIMITED;Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs;Lamivudine/Nevirapine/Zidovudine;Generic;150/300/200mg;Tablet - FDC;60;24816;201257,76;8,11;0,14;Hetero Unit III Hyderabad IN;Yes;3392;16835,52;206,89
41905;Uganda;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;Aurobindo Pharma Limited;Lopinavir/Ritonavir 100/25mg, tablets, 60 Tabs;Lopinavir/Ritonavir;Generic;100/25mg;Tablet;60;2335;18773,40;8,04;0,13;Aurobindo Unit III, India;Yes;237;1488,99;22,10
9096;Kenya;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Standard Diagnostics, Inc.;HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests;HIV 1/2, Bioline 3.0 Kit (no accessories);Bioline;N/A;Test kit;30;5000;120000,00;24,00;0,80;Standard Diagnostics, Korea;Yes;1558;11653,64;235,20
63807;Cªte d'Ivoire;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;Aurobindo Pharma Limited;Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs;Nevirapine;Generic;50mg;Chewable/dispersible tablet;30;6500;8125,00;1,25;0,04;Aurobindo Unit III, India;Yes;406;4837,38;10,05
61882;South Africa;PMO - US;Direct Drop;DDP;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Lamivudine 150mg, tablets, 60 Tabs;Lamivudine;Generic;150mg;Tablet;60;2;5,06;2,53;0,04;Aurobindo Unit III, India;Yes;1;4116,81;0,01
62046;Cªte d'Ivoire;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Pediatric;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml;Lopinavir/Ritonavir;Kaletra;80/20mg/ml;Oral solution;300;540;16642,80;30,82;0,10;ABBVIE (Abbott) Logis. UK;Yes;519;5385,37;20,59
18500;Vietnam;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs;Lopinavir/Ritonavir;Aluvia;200/50mg;Tablet;120;4280;351816,00;82,20;0,68;ABBVIE Ludwigshafen Germany;Yes;1063;11167,45;689,56
33050;Cªte d'Ivoire;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Pediatric;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml;Lopinavir/Ritonavir;Kaletra;80/20mg/ml;Oral solution;300;500;15410,00;30,82;0,10;ABBVIE (Abbott) Logis. UK;Yes;632;7514,75;15,84
59482;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs;Lamivudine/Nevirapine/Zidovudine;Generic;150/300/200mg;Tablet - FDC;60;3000;24300,00;8,10;0,13;Mylan (formerly Matrix) Nashik;Yes;422;1332,29;28,60
48516;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;Aurobindo Pharma Limited;Zidovudine 100mg, capsules, 100 Caps;Zidovudine;Generic;100mg;Capsule;100;120;540,00;4,50;0,04;Aurobindo Unit III, India;Yes;9;820,56;0,56
64904;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2744;244216,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;1186;24927,19;342,39
66073;South Africa;PMO - US;Direct Drop;DDP;Ocean;0;No;ARV;Pediatric;GLAXOSMITHKLINE EXPORT LIMITED;Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml;Abacavir;Ziagen;20mg/ml;Oral solution;240;2244;20824,32;9,28;0,04;GSK Mississauga (Canada);Yes;870;3755,91;34,36
49169;Rwanda;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs;Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate;Generic;600/300/300mg;Tablet - FDC;30;4560;62335,20;13,67;0,46;Mylan (formerly Matrix) Nashik;Yes;561;5610,17;87,39
64588;Cªte d'Ivoire;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps;Ritonavir;Norvir;100mg;Capsule;336;680;26084,80;38,36;0,11;ABBVIE (Abbott) Logis. UK;Yes;1299;9689,81;51,13
22531;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;CIPLA LIMITED;Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs;Lamivudine/Nevirapine/Stavudine;Generic;150/200/30mg;Tablet - FDC;60;19600;120540,00;6,15;0,10;Cipla, Goa, India;Yes;1926;12423,96;236,26
8378;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Efavirenz 600mg, tablets, 30 Tabs;Efavirenz;Generic;600mg;Tablet;30;10080;115718,40;11,48;0,38;Mylan (formerly Matrix) Nashik;Yes;772;4408,29;185,15
71893;Haiti;PMO - US;Direct Drop;EXW;Ocean;0;No;ARV;Adult;CIPLA LIMITED;Efavirenz 600mg, tablets, 30 Tabs;Efavirenz;Generic;600mg;Tablet;30;21203;68697,72;3,24;0,11;Cipla, Goa, India;Yes;2471;4532,44;70,62
12935;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs;Lamivudine/Zidovudine;Generic;150/300mg;Tablet - FDC;60;11092;74871,00;6,75;0,11;Mylan (formerly Matrix) Nashik;Yes;957;1869,41;92,62
5353;Guyana;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests;HIV 1/2, Determine HIV Kit, without Lancets;Determine;N/A;Test kit;100;300;21597,00;71,99;0,72;Inverness Japan;Yes;69;1398,60;34,56
13708;Congo, DRC;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;32;1024,00;32,00;1,60;Trinity Biotech, Plc;Yes;54;2734,02;1,05
39029;South Africa;PMO - US;Direct Drop;DDP;Ocean;1;Yes;ARV;Adult;Aurobindo Pharma Limited;Efavirenz 600mg, tablets, 30 Tabs;Efavirenz;Generic;600mg;Tablet;30;20060;90871,80;4,53;0,15;Aurobindo Unit III, India;Yes;1726;35753,93;195,92
62152;Cªte d'Ivoire;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Pediatric;BRISTOL-MYERS SQUIBB;Didanosine 50mg [Videx], chewable tablets, 60 Tabs;Didanosine;Videx;50mg;Chewable/dispersible tablet;60;1887;17926,50;9,50;0,16;BMS Meymac, France;Yes;312;781,50;38,65
61493;Dominican Republic;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test - Ancillary;Standard Diagnostics, Inc.;Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial;Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial;Determine;N/A;Test kit - Ancillary;1;112;0,00;0,00;0,00;Alere Medical Co., Ltd.;Yes;46;1428,23;0,00
43897;Zambia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2161;155592,00;72,00;0,72;Inverness Japan;Yes;1051;16633,36;335,46
63432;Cªte d'Ivoire;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs;Lopinavir/Ritonavir;Aluvia;200/50mg;Tablet;120;16800;517776,00;30,82;0,26;ABBVIE Ludwigshafen Germany;Yes;4213;27376,29;854,33
1798;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;STRIDES ARCOLAB LIMITED;Stavudine 30mg, capsules, 60 Caps;Stavudine;Generic;30mg;Capsule;60;10780;15631,00;1,45;0,02;Strides, Bangalore, India.;Yes;502;7575,60;25,01
56668;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;HETERO LABS LIMITED;Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs;Lamivudine/Zidovudine;Generic;150/300mg;Tablet - FDC;60;8245;67609,00;8,20;0,14;Hetero Unit III Hyderabad IN;Yes;759;7261,69;111,55
70299;South Africa;PMO - US;Direct Drop;DDP;Ocean;1;Yes;ARV;Adult;Aurobindo Pharma Limited;Zidovudine 300mg, tablets, 60 Tabs;Zidovudine;Generic;300mg;Tablet;60;86467;633803,11;7,33;0,12;Aurobindo Unit III, India;Yes;4364;4295,60;1366,48
65780;Rwanda;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;HETERO LABS LIMITED;Nevirapine 200mg, tablets, 60 Tabs;Nevirapine;Generic;200mg;Tablet;60;55710;130361,40;2,34;0,04;Hetero Unit III Hyderabad IN;Yes;3204;19625,64;182,77
43929;Uganda;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;Hoffmann-La Roche ltd Basel;Saquinavir 500mg [Invirase], tablets, 120 Tabs;Saquinavir;Invirase;500mg;Tablet;120;98;12362,16;126,14;1,05;Roche Basel;Yes;18;586,16;20,40
1183;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs;Lamivudine/Nevirapine/Zidovudine;Generic;150/300/200mg;Tablet - FDC;60;3500;39025,00;11,15;0,19;Aurobindo Unit III, India;Yes;1804;6341,88;76,49
81700;South Africa;PMO - US;Direct Drop;DDP;Air;1;Yes;ARV;Adult;Aurobindo Pharma Limited;Efavirenz 600mg, tablets, 30 Tabs;Efavirenz;Generic;600mg;Tablet;30;31875;148856,25;4,67;0,16;Aurobindo Unit III, India;Yes;3005;4263,07;320,93
44630;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs;Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate;Generic;600/300/300mg;Tablet - FDC;30;30339;348595,11;11,49;0,38;Mylan (formerly Matrix) Nashik;Yes;3419;15006,27;431,21
21125;Tanzania;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;EMCURE PHARMACEUTICALS LTD;Atazanavir 150mg, capsules, 60 Caps;Atazanavir;Generic;150mg;Capsule;60;1135;29612,15;26,09;0,43;Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India;Yes;103;1308,40;48,86
45178;South Sudan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;450;40050,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;188;2997,85;49,54
1037;Nigeria;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Adult;BRISTOL-MYERS SQUIBB;Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps;Didanosine EC;Videx EC;400mg;Delayed-release capsules - blister;30;200;4734,00;23,67;0,79;BMS Meymac, France;Yes;11;463,00;9,28
63749;Nigeria;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;3040;270560,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;1235;13383,47;334,68
1122;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orasure Technologies Inc.;HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests;HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit;OraQuick;N/A;Test kit;100;60;21000,00;350,00;3,50;Pacific Biotech, Thailand;Yes;144;3128,19;41,16
9676;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs;Tenofovir Disoproxil Fumarate;Generic;300mg;Tablet;30;2016;27538,56;13,66;0,46;Mylan (formerly Matrix) Nashik;Yes;122;2867,81;44,06
75422;Zambia;PMO - US;Direct Drop;EXW;Air;1;Yes;ARV;Adult;Aurobindo Pharma Limited;Nevirapine 200mg, tablets, 60 Tabs;Nevirapine;Generic;200mg;Tablet;60;38939;87612,75;2,25;0,04;Aurobindo Unit III, India;Yes;3962;20233,34;90,07
17825;Nigeria;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;4987;443843,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;2022;30257,97;456,27
17096;Zambia;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2863;229040,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;1159;15174,53;235,45
57449;Vietnam;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs;Lopinavir/Ritonavir;Aluvia;200/50mg;Tablet;120;4400;267608,00;60,82;0,51;ABBVIE Ludwigshafen Germany;Yes;1073;1475,94;275,10
4818;Ethiopia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test - Ancillary;Orgenics, Ltd;Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs;HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs;Determine;N/A;Test kit - Ancillary;100;10000;80000,00;8,00;0,08;Inverness Japan;Yes;400;4856,14;156,80
47311;Cªte d'Ivoire;PMO - US;Direct Drop;FCA;Ocean;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs;Lopinavir/Ritonavir;Aluvia;200/50mg;Tablet;120;1573;48479,86;30,82;0,26;ABBVIE Ludwigshafen Germany;Yes;393;40289,00;79,99
23573;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2687;239143,00;89,00;0,89;Inverness Japan;Yes;1277;26014,88;394,59
32358;South Africa;PMO - US;Direct Drop;DDP;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Zidovudine 300mg, tablets, 60 Tabs;Zidovudine;Generic;300mg;Tablet;60;29402;218456,86;7,43;0,12;Aurobindo Unit III, India;Yes;1577;1697,90;470,99
10504;Namibia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;120;3840,00;32,00;1,60;Trinity Biotech, Plc;Yes;41;1862,27;7,53
7775;Guyana;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;1371;43872,00;32,00;1,60;Trinity Biotech, Plc;Yes;468;5733,61;85,99
39053;South Sudan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test - Ancillary;Orgenics, Ltd;Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs;HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs;Determine;N/A;Test kit - Ancillary;100;339;2712,00;8,00;0,08;Alere Medical Co., Ltd.;Yes;175;4803,06;3,80
62801;South Africa;PMO - US;Direct Drop;DDP;Ocean;0;No;ARV;Adult;Aurobindo Pharma Limited;Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs;Tenofovir Disoproxil Fumarate;Generic;300mg;Tablet;30;86843;577505,95;6,65;0,22;Aurobindo Unit III, India;Yes;8106;10748,78;952,88
33964;Cameroon;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Zidovudine 300mg, tablets, 60 Tabs;Zidovudine;Generic;300mg;Tablet;60;16820;91332,60;5,43;0,09;Aurobindo Unit III, India;Yes;2993;28620,20;112,98
57266;Kenya;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;15000;480000,00;32,00;1,60;Trinity Biotech, Plc;Yes;4956;36219,03;672,96
13959;Zambia;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs;Lamivudine/Zidovudine;Generic;30/60mg;Chewable/dispersible tablet - FDC;60;10000;19900,00;1,99;0,03;Mylan,  H-12 & H-13, India;Yes;849;4316,34;20,46
51587;South Africa;PMO - US;Direct Drop;DDP;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Nevirapine 200mg, tablets, 60 Tabs;Nevirapine;Generic;200mg;Tablet;60;22372;65326,24;2,92;0,05;Aurobindo Unit III, India;Yes;2655;6369,79;140,84
2328;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests;HIV 1/2, Determine HIV Kit, without Lancets;Determine;N/A;Test kit;100;1680;117600,00;70,00;0,70;Inverness Japan;Yes;382;3241,06;230,50
70912;Rwanda;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB);HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests;HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody;Colloidal Gold;N/A;Test kit;1;5994;146853,00;24,50;24,50;KHB Test Kit Facility, Shanghai China;Yes;3996;53062,21;150,96
9579;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;CHEMBIO DIAGNOSTIC SYSTEMS, INC.;HIV 1/2, Stat-Pak HIV, Kit, 20 Tests;HIV 1/2, Stat-Pak HIV, Kit;Stat-Pak;N/A;Test kit;20;7719;208413,00;27,00;1,35;Chembio Diagnostics Sys. Inc.;Yes;2502;15636,70;333,46
9390;Zimbabwe;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orasure Technologies Inc.;HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests;HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit;OraQuick;N/A;Test kit;100;10;3500,00;350,00;3,50;Pacific Biotech, Thailand;Yes;24;536,08;5,60
60084;Zimbabwe;PMO - US;Direct Drop;EXW;Air Charter;0;No;ARV;Adult;CIPLA LIMITED;Nevirapine 200mg, tablets, 60 Tabs;Nevirapine;Generic;200mg;Tablet;60;85000;188700,00;2,22;0,04;Cipla, Goa, India;Yes;11125;84791,10;193,98
26591;South Africa;PMO - US;Direct Drop;DDP;Air;1;Yes;ARV;Adult;Aurobindo Pharma Limited;Efavirenz 600mg, tablets, 30 Tabs;Efavirenz;Generic;600mg;Tablet;30;53954;251965,18;4,67;0,16;Aurobindo Unit III, India;Yes;4564;6105,79;543,24
60359;Burundi;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;CHEMBIO DIAGNOSTIC SYSTEMS, INC.;HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests;HIV 1/2, Stat-Pak Dipstick Assay Kit;Stat-Pak;N/A;Test kit;30;428;11812,80;27,60;0,92;Chembio Diagnostics Sys. Inc.;Yes;47;732,47;14,61
6705;Rwanda;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Pediatric;BRISTOL-MYERS SQUIBB;Didanosine 50mg [Videx], chewable tablets, 60 Tabs;Didanosine;Videx;50mg;Chewable/dispersible tablet;60;182;1729,00;9,50;0,16;BMS Meymac, France;Yes;40;86,40;2,77
35300;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;HETERO LABS LIMITED;Stavudine 30mg, capsules, 60 Caps;Stavudine;Generic;30mg;Capsule;60;21000;30450,00;1,45;0,02;Hetero Unit III Hyderabad IN;Yes;1516;11915,51;50,24
68949;Zimbabwe;PMO - US;Direct Drop;EXW;Air Charter;0;No;ARV;Adult;STRIDES ARCOLAB LIMITED;Nevirapine 200mg, tablets, 60 Tabs;Nevirapine;Generic;200mg;Tablet;60;158000;347600,00;2,20;0,04;Strides, Bangalore, India.;Yes;9832;68350,52;357,33
46844;Cªte d'Ivoire;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;CHEMBIO DIAGNOSTIC SYSTEMS, INC.;HIV 1/2, Stat-Pak HIV, Kit, 20 Tests;HIV 1/2, Stat-Pak HIV, Kit;Stat-Pak;N/A;Test kit;20;3049;82323,00;27,00;1,35;Chembio Diagnostics Sys. Inc.;Yes;904;7208,00;177,49
