id;day;airline;destination;dest_region;dest_size;boarding_area;dept_time;wait_min;cleanliness;safety;satisfaction
874;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;2018-12-31;100,0000000000000;Clean;Very safe;Somewhat satsified
3144;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 60-69;2018-12-31;74,9999999999999;Somewhat clean;Somewhat safe;Neutral
1313;Thursday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;2018-12-31;96,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2530;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;2018-12-31;NA;Somewhat dirty;Neutral;Neutral
2699;Tuesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;2018-12-31;170,0000000000000;Average;Neutral;Somewhat satsified
545;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;165,0000000000000;Average;Very safe;Somewhat satsified
1785;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;2018-12-31;130,0000000000000;Average;Neutral;Neutral
2896;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;2018-12-31;155,0000000000000;Average;Somewhat safe;Neutral
2323;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;2018-12-31;225,0000000000000;Somewhat clean;Neutral;NA
826;Sunday;ALASKA;NASHVILLE;Midwest US;Medium;Gates 50-59;2018-12-31;126,0000000000000;Somewhat clean;Very safe;Somewhat satsified
694;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;185,0000000000000;Average;Somewhat safe;NA
660;Friday;UNITED INTL;MUNICH;Europe;Hub;Gates 91-102;2018-12-31;265,0000000000000;Somewhat clean;Somewhat safe;NA
822;Sunday;ALASKA;NASHVILLE;Midwest US;Medium;Gates 50-59;2018-12-31;156,0000000000000;Somewhat clean;Very safe;Neutral
1234;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;2018-12-31;NA;Somewhat clean;Somewhat safe;Somewhat satsified
982;Friday;LUFTHANSA;MUNICH;Europe; Hub;Gates 91-102;2018-12-31;340,0000000000000;Average;Very safe;Neutral
1515;Wednesday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;2018-12-31;45,0000000000000;Clean;Very safe;Somewhat satsified
3097;Tuesday;UNITED;SPOKANE;West US;Small;Gates 70-90;2018-12-31;604,0000000000000;Clean;Very safe;Very satisfied
2462;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;2018-12-31;139,0000000000000;NA;Somewhat safe;Neutral
1538;Thursday;DELTA;NEW YORK-JFK;East US;Hub;Gates 40-48;2018-12-31;120,0000000000000;Average;Neutral;Neutral
2330;Tuesday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;125,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2297;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;2018-12-31;405,0000000000000;Somewhat clean;Somewhat safe;Somewhat unsatisfied
2005;Friday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;155,0000000000000;Clean;Somewhat safe;Neutral
1459;Saturday;UNITED;PORTLAND;West US;Medium;Gates 70-90;2018-12-31;84,9999999999999;Clean;Neutral;Very satisfied
1318;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;2018-12-31;140,0000000000000;Clean;Neutral;Somewhat satsified
3178;Thursday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;2018-12-31;60,0000000000000;NA;Somewhat unsafe;Somewhat satsified
320;Wednesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;2018-12-31;140,0000000000000;NA;Somewhat safe;Neutral
605;Thursday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;2018-12-31;85,0000000000000;Somewhat clean;Neutral;Somewhat satsified
1590;Wednesday;UNITED INTL;HONG KONG;Asia;Hub;Gates 91-102;2018-12-31;180,0000000000000;Average;Somewhat safe;Neutral
292;Wednesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;2018-12-31;190,0000000000000;Average;Neutral;Somewhat satsified
1635;Thursday;KOREAN AIR;SEOUL;Asia;Hub;Gates 1-12;2018-12-31;210,0000000000000;Somewhat dirty;Somewhat safe;Neutral
2820;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;2018-12-31;70,0000000000001;Average;Somewhat safe;Neutral
2068;Thursday;AMERICAN;PHILADELPHIA;East US;Large;Gates 50-59;2018-12-31;117,0000000000000;Somewhat clean;Neutral;NA
2387;Wednesday;UNITED INTL;BEIJING;Asia;Hub;Gates 91-102;2018-12-31;135,0000000000000;Somewhat clean;Neutral;Neutral
3121;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;2018-12-31;125,0000000000000;Clean;Very safe;Neutral
1032;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;94,9999999999998;Somewhat clean;Very safe;Neutral
2255;Wednesday;UNITED;LOS ANGELES;West US;Hub;Gates 60-69;2018-12-31;245,0000000000000;Average;Neutral;Neutral
555;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;225,0000000000000;Somewhat clean;Very safe;Somewhat satsified
718;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;185,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2748;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;150,0000000000000;Somewhat clean;Very safe;Somewhat satsified
264;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;2018-12-31;265,0000000000000;Average;Somewhat safe;Somewhat unsatisfied
2317;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;2018-12-31;315,0000000000000;Average;Very safe;Neutral
2076;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;59,0000000000001;Somewhat clean;Somewhat safe;Somewhat satsified
2177;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;2018-12-31;183,0000000000000;NA;Very safe;NA
3076;Sunday;PHILIPPINE AIRLINES;MANILA;Asia;Medium;Gates 1-12;2018-01-01;290,0000000000000;NA;Neutral;Somewhat unsatisfied
827;Sunday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;2018-12-31;165,0000000000000;Clean;Very safe;Neutral
1980;Friday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;245,0000000000000;Clean;Very safe;Somewhat satsified
432;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;2018-12-31;215,0000000000000;Somewhat clean;Neutral;Somewhat satsified
2318;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;2018-12-31;225,0000000000000;Somewhat clean;Somewhat safe;Neutral
3256;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;2018-12-31;150,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1571;Wednesday;DELTA;DETROIT;Midwest US;Large;Gates 40-48;2018-12-31;155,0000000000000;Somewhat clean;Very safe;Neutral
3268;Tuesday;UNITED;LAS VEGAS;West US;Hub;Gates 70-90;2018-12-31;130,0000000000000;Average;Somewhat safe;Neutral
2636;Tuesday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;2018-12-31;170,0000000000000;Somewhat clean;Neutral;Neutral
2327;Tuesday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;95,0000000000001;Average;Neutral;Neutral
1164;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;2018-12-31;115,0000000000000;Average;Somewhat safe;NA
2950;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;2018-12-31;115,0000000000000;Average;Somewhat safe;Neutral
1670;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;165,0000000000000;Somewhat clean;Neutral;Neutral
700;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;215,0000000000000;Somewhat clean;Very safe;Neutral
1369;Tuesday;UNITED INTL;KANSAI;Asia;Hub;Gates 91-102;2018-12-31;230,0000000000000;Average;Somewhat safe;Neutral
2264;Wednesday;UNITED;LOS ANGELES;West US;Hub;Gates 60-69;2018-12-31;125,0000000000000;Average;Somewhat safe;Very satisfied
2205;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;365,0000000000000;Clean;Very safe;Somewhat satsified
1383;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;2018-12-31;145,0000000000000;Average;Very safe;Neutral
2762;Thursday;DELTA;ATLANTA;East US;Hub;Gates 40-48;2018-12-31;270,0000000000000;NA;Somewhat safe;NA
1034;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;125,0000000000000;NA;Somewhat safe;Neutral
1156;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;2018-12-31;59,9999999999999;Somewhat clean;Somewhat safe;Neutral
1336;Tuesday;UNITED INTL;KANSAI;Asia;Hub;Gates 91-102;2018-12-31;115,0000000000000;Average;NA;Somewhat satsified
2522;Friday;ALASKA;SALT LAKE CITY;West US;Medium;Gates 1-12;2018-12-31;390,0000000000000;Clean;Somewhat safe;Somewhat satsified
1814;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;2018-12-31;115,0000000000000;Somewhat clean;NA;Somewhat satsified
3263;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;2018-12-31;286,0000000000000;Somewhat clean;Neutral;Neutral
1288;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;2018-12-31;380,0000000000000;Somewhat clean;Very safe;Somewhat satsified
3214;Tuesday;UNITED;SANTA BARBARA;West US;Small;Gates 70-90;2018-12-31;75,0000000000001;Somewhat clean;Somewhat safe;Neutral
1614;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;125,0000000000000;Somewhat clean;Neutral;Somewhat satsified
2471;Friday;ALASKA;SALT LAKE CITY;West US;Medium;Gates 1-12;2018-12-31;105,0000000000000;Somewhat clean;Neutral;Somewhat satsified
2308;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;2018-12-31;270,0000000000000;Somewhat clean;Neutral;Neutral
2544;Tuesday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;75,0000000000000;Somewhat clean;Neutral;Neutral
2561;Tuesday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;95,0000000000000;Somewhat clean;Somewhat safe;Neutral
669;Thursday;UNITED;NEWARK;East US;Hub;Gates 70-90;2018-12-31;105,0000000000000;Average;Somewhat safe;Somewhat satsified
3086;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;2018-12-31;128,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2987;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;2018-12-31;120,0000000000000;Somewhat clean;Somewhat safe;Neutral
3124;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;2018-12-31;143,0000000000000;Somewhat clean;Neutral;Somewhat satsified
1263;Thursday;UNITED INTL;TOKYO-NARITA;Asia;Hub;Gates 91-102;2018-12-31;210,0000000000000;Average;Neutral;Neutral
2928;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;2018-12-31;315,0000000000000;Somewhat clean;Neutral;Somewhat satsified
3129;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;2018-12-31;125,0000000000000;Somewhat clean;Somewhat safe;Neutral
1773;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;2018-12-31;115,0000000000000;Average;Neutral;NA
682;Thursday;UNITED;NEWARK;East US;Hub;Gates 70-90;2018-12-31;125,0000000000000;Somewhat clean;Somewhat safe;Neutral
491;Sunday;UNITED;DENVER;West US;Hub;Gates 70-90;2018-12-31;246,0000000000000;Average;Very safe;Somewhat satsified
857;Tuesday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;2018-12-31;154,0000000000000;Clean;Somewhat safe;Somewhat satsified
1738;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;2018-12-31;220,0000000000000;Average;Neutral;Neutral
1698;Sunday;ALASKA;SANTA ANA;West US;Medium;Gates 50-59;2018-12-31;192,0000000000000;NA;NA;NA
520;Thursday;ALASKA;PUERTO VALLARTA;Canada/Mexico;Small;Gates 50-59;2018-12-31;80,0000000000000;Average;Neutral;Neutral
1035;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;94,9999999999998;Average;Somewhat safe;Somewhat satsified
1916;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;245,0000000000000;Somewhat clean;Somewhat safe;Neutral
939;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;2018-12-31;210,0000000000000;Somewhat clean;Somewhat safe;Neutral
1461;Tuesday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;2018-12-31;340,0000000000000;Average;Somewhat safe;Neutral
2908;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;2018-12-31;165,0000000000000;Average;Neutral;Neutral
1612;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;230,0000000000000;Somewhat clean;Neutral;Neutral
1220;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;2018-12-31;85,0000000000000;Somewhat clean;Neutral;Somewhat satsified
2472;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;2018-12-31;139,0000000000000;Somewhat clean;Very safe;Neutral
284;Thursday;UNITED;BALTIMORE;East US;Medium;Gates 70-90;2018-12-31;239,0000000000000;NA;Somewhat safe;Somewhat satsified
1412;Saturday;UNITED;KANSAS CITY;Midwest US;Medium;Gates 70-90;2018-12-31;270,0000000000000;Average;Somewhat safe;Neutral
3240;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;2018-12-31;155,0000000000000;Somewhat clean;Very safe;Neutral
1897;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;2018-12-31;145,0000000000000;Somewhat dirty;Neutral;Neutral
1660;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;165,0000000000000;Average;Neutral;Neutral
688;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;155,0000000000000;Somewhat clean;Neutral;Somewhat satsified
1102;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;150,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2213;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;125,0000000000000;Clean;Somewhat safe;Somewhat satsified
1551;Thursday;DELTA;NEW YORK-JFK;East US;Hub;Gates 40-48;2018-12-31;1035,0000000000000;Clean;Very safe;Very satisfied
1298;Thursday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;2018-12-31;111,0000000000000;Average;Somewhat safe;Neutral
1139;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;2018-12-31;120,0000000000000;Average;Very safe;Somewhat satsified
2936;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;2018-12-31;135,0000000000000;Somewhat clean;Neutral;NA
275;Thursday;UNITED;LOS ANGELES;West US;Hub;Gates 70-90;2018-12-31;82,0000000000000;Average;Somewhat safe;Neutral
1134;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;2018-12-31;120,0000000000000;Somewhat clean;Very safe;Neutral
3212;Thursday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;2018-12-31;90,0000000000000;Somewhat clean;Somewhat safe;Somewhat unsatisfied
1657;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;180,0000000000000;Average;Somewhat safe;Neutral
2049;Friday;BRITISH AIRWAYS;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;195,0000000000000;Average;Very safe;Somewhat unsatisfied
789;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;2018-12-31;730,0000000000000;Clean;Neutral;Neutral
2804;Tuesday;SOUTHWEST;PHOENIX;West US;Hub;Gates 20-39;2018-12-31;70,0000000000001;Somewhat clean;Somewhat safe;Neutral
1690;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;695,0000000000000;Clean;Very safe;Neutral
1756;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;2018-12-31;175,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2133;Wednesday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;125,0000000000000;Somewhat clean;Neutral;Somewhat satsified
429;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;2018-12-31;160,0000000000000;Average;Somewhat safe;Neutral
815;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;2018-12-31;140,0000000000000;Average;Neutral;Neutral
960;Thursday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;285,0000000000000;NA;Neutral;NA
2797;Sunday;WOW;REYKJAVIK;Europe;Small;Gates 1-12;2018-12-31;NA;Average;Neutral;Somewhat satsified
3252;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;2018-12-31;120,0000000000000;Average;Somewhat safe;Neutral
865;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;2018-12-31;130,0000000000000;Average;Very safe;Neutral
362;Friday;ALASKA;NEWARK;East US;Hub;Gates 50-59;2018-12-31;95,0000000000001;Clean;Very safe;Very satisfied
577;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;2018-12-31;103,0000000000000;Clean;Neutral;Very satisfied
2144;Wednesday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;125,0000000000000;Average;Neutral;Neutral
3044;Tuesday;UNITED;PORTLAND;West US;Medium;Gates 70-90;2018-12-31;190,0000000000000;Average;Somewhat safe;Neutral
2358;Tuesday;JETBLUE;FT. LAUDERDALE;East US;Large;Gates 1-12;2018-12-31;181,0000000000000;Somewhat clean;Somewhat safe;Neutral
1617;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;290,0000000000000;Average;Somewhat safe;Neutral
848;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;2018-12-31;NA;Somewhat clean;Somewhat safe;Neutral
2605;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;2018-12-31;130,0000000000000;Average;Somewhat safe;Somewhat satsified
2012;Friday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;200,0000000000000;Average;Neutral;Neutral
2196;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;2018-12-31;74,9999999999999;Average;Somewhat safe;Neutral
2203;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;185,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
3120;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;2018-12-31;143,0000000000000;Somewhat clean;Neutral;Somewhat satsified
1941;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;155,0000000000000;Average;Somewhat safe;Neutral
3149;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;2018-12-31;705,0000000000000;Average;Very safe;Somewhat satsified
743;Sunday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;2018-12-31;100,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1646;Saturday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;350,0000000000000;Somewhat clean;Very safe;Neutral
1648;Saturday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;350,0000000000000;Average;Very safe;Neutral
917;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;2018-12-31;90,0000000000000;Somewhat clean;Somewhat safe;Neutral
1495;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;2018-01-01;179,0000000000000;Somewhat clean;Neutral;Neutral
1728;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;2018-12-31;390,0000000000000;Somewhat clean;Somewhat safe;Neutral
1946;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;305,0000000000000;Clean;Very safe;Neutral
722;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;215,0000000000000;Somewhat clean;Very safe;NA
1520;Wednesday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;2018-12-31;205,0000000000000;Clean;Neutral;Somewhat satsified
892;Tuesday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;2018-12-31;205,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1865;Sunday;ALASKA;KAHULUI;West US;Small;Gates 50-59;2018-12-31;505,0000000000000;Clean;Somewhat safe;Somewhat satsified
2499;Friday;UNITED;DENVER;West US;Hub;Gates 70-90;2018-12-31;41,0000000000000;NA;Very safe;Somewhat satsified
3035;Tuesday;UNITED;PORTLAND;West US;Medium;Gates 70-90;2018-12-31;216,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1868;Sunday;ALASKA;KAHULUI;West US;Small;Gates 50-59;2018-12-31;205,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2347;Tuesday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;125,0000000000000;Average;Very safe;Somewhat satsified
1497;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;2018-01-01;119,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2776;Sunday;WOW;REYKJAVIK;Europe;Small;Gates 1-12;2018-12-31;175,0000000000000;Somewhat clean;Somewhat safe;Neutral
709;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;185,0000000000000;Average;Very safe;Neutral
328;Thursday;UNITED;BURBANK;West US;Small;Gates 70-90;2018-12-31;400,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2819;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;2018-12-31;160,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
557;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;205,0000000000000;Somewhat dirty;Neutral;Somewhat satsified
1021;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;94,9999999999998;Somewhat dirty;Neutral;Neutral
2085;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;79,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1246;Thursday;UNITED INTL;TOKYO-NARITA;Asia;Hub;Gates 91-102;2018-12-31;225,0000000000000;Average;Somewhat safe;Neutral
766;Sunday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;2018-12-31;105,0000000000000;Somewhat clean;Neutral;Neutral
2888;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;2018-12-31;59,9999999999999;Somewhat clean;Somewhat unsafe;Somewhat satsified
1267;Thursday;UNITED INTL;TOKYO-NARITA;Asia;Hub;Gates 91-102;2018-12-31;30,0000000000001;Average;Neutral;Somewhat satsified
2882;Friday;EVA AIR;TAIPEI;Asia;Hub;Gates 91-102;2018-12-31;720,0000000000000;Average;Neutral;NA
1961;Friday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;170,0000000000000;Somewhat clean;Somewhat safe;Neutral
2653;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;2018-12-31;87,0000000000000;Average;Neutral;NA
2217;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;180,0000000000000;Average;Neutral;Somewhat satsified
3028;Tuesday;UNITED;PORTLAND;West US;Medium;Gates 70-90;2018-12-31;180,0000000000000;Average;Very safe;Neutral
761;Sunday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;2018-12-31;75,0000000000000;Average;Very safe;Neutral
338;Friday;ALASKA;SAN DIEGO;West US;Medium;Gates 50-59;2018-12-31;126,0000000000000;Somewhat clean;Somewhat unsafe;Somewhat satsified
685;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;260,0000000000000;Average;Somewhat safe;NA
1909;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;2018-12-31;145,0000000000000;Clean;Somewhat safe;Very satisfied
894;Tuesday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;2018-12-31;170,0000000000000;Clean;Somewhat safe;Neutral
2208;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;725,0000000000000;Somewhat clean;Somewhat safe;Neutral
1779;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;2018-12-31;148,0000000000000;Clean;Somewhat safe;NA
711;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;185,0000000000000;Somewhat clean;Somewhat safe;Neutral
2483;Friday;UNITED;DENVER;West US;Hub;Gates 70-90;2018-12-31;221,0000000000000;Average;Neutral;NA
1062;Friday;AIR CANADA;CALGARY;Canada/Mexico;Medium;Gates 91-102;2018-12-31;325,0000000000000;Somewhat clean;Very safe;Somewhat satsified
817;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;2018-12-31;140,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1987;Friday;AIR FRANCE/KLM;AMSTERDAM;Europe;Hub;Gates 1-12;2018-12-31;145,0000000000000;Average;Neutral;Neutral
1672;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;NA;NA;NA;NA
3161;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 60-69;2018-12-31;150,0000000000000;Somewhat clean;NA;NA
2194;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;185,0000000000000;Somewhat clean;Very safe;Neutral
3169;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;2018-12-31;59,9999999999999;Average;Very safe;Somewhat satsified
1633;Thursday;KOREAN AIR;SEOUL;Asia;Hub;Gates 1-12;2018-12-31;165,0000000000000;Clean;Very safe;Very satisfied
834;Sunday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;2018-12-31;95,0000000000001;Clean;Very safe;Somewhat satsified
