state;county;FIPS;dem_cand_votes_08;dem_percent_08;dem_cand_votes_12;dem_percent_12;dem_cand_votes_16;dem_percent_16
New York;Saratoga;36091;56645;50,91456563749944;50998;48,33475499952611;50913;44,62373130927130
New York;Warren;36113;16281;50,55269204496057;14276;48,26560281290148;13091;41,68046357615894
North Carolina;Ashe;37009;4872;37,27905731119443;4116;32,64076130055511;3500;26,07270560190703
North Carolina;Bertie;37015;6365;65,19512444945201;6695;66,13652079423096;5778;61,81662565529047
North Carolina;Catawba;37035;25656;36,94115275517991;24069;34,58139969253315;21216;29,32371356304682
North Carolina;Currituck;37053;3737;33,66060169338858;3562;31,51096956829441;2913;22,99313284394980
North Carolina;Dare;37055;8074;44,73625886524823;7393;41,13163458328697;7222;36,83002702840533
North Carolina;Edgecombe;37065;17403;67,11531045121481;18310;67,88521429630728;16224;65,19328136301536
North Carolina;Iredell;37097;27318;37,33905579399141;26076;34,14653309762326;24734;29,95627793186140
North Carolina;Jackson;37099;8766;51,97438633938101;8095;48,47015148793486;7713;41,21733554213648
North Carolina;Lincoln;37109;11713;32,71970501145315;11024;29,97688647178790;9897;24,72828123828798
North Carolina;Moore;37125;17624;38,88104482880339;16505;35,55962512118927;16329;33,53528300336811
North Carolina;Perquimans;37143;2772;42,63959390862944;2759;41,47624774503909;2319;34,57066189624329
North Carolina;Randolph;37151;16414;28,22845546631812;14773;24,33171374454418;13194;20,43205574912892
North Carolina;Rockingham;37157;17255;41,46640392194559;16351;38,91242265587815;14228;33,65343677562799
North Carolina;Rowan;37159;23391;37,99707602339181;22650;36,34933881114392;19400;30,13873137690503
North Carolina;Sampson;37163;11836;45,45664029495353;11566;44,18888973790785;10547;40,67803147176797
North Carolina;Stokes;37169;6875;31,61937175182817;6018;27,83662519080439;4665;20,68736141906874
North Carolina;Vance;37181;13166;63,08274639451871;13323;63,88702407212045;12229;61,21539770736347
North Carolina;Wake;37183;250891;56,73122364300332;267262;54,94390730777690;302736;57,37722317407851
North Carolina;Wilson;37195;19652;52,84074103949881;20875;53,37646066122888;19663;51,56155762422971
North Carolina;Yancey;37199;4486;46,16651229803438;3981;42,12252671674955;3196;32,08835341365462
North Dakota;Cavalier;38019;930;43,66197183098591;818;39,53600773320445;476;23,72881355932203
North Dakota;Foster;38031;687;41,61114476075106;607;36,08799048751487;347;20,18615474112856
North Dakota;Hettinger;38041;406;30,11869436201781;313;22,98091042584435;168;12,96296296296296
North Dakota;LaMoure;38045;868;38,73270861222669;740;33,72835004557885;502;23,33798233379823
North Dakota;McLean;38055;1867;39,42145270270270;1670;33,81936006480357;1081;20,33866415804327
North Dakota;Nelson;38063;907;51,76940639269406;767;45,70917759237187;536;31,21723937099593
North Dakota;Pembina;38067;1494;45,17689749017237;1253;38,49462365591398;681;21,59847764034253
North Dakota;Richland;38077;3513;46,44982149940500;3198;42,00709313017207;2064;27,18651211801897
Ohio;Athens;39009;20722;66,63451025789439;18307;66,23851219335697;16370;55,59895391094658
Ohio;Carroll;39019;6423;46,03311115889056;5543;41,79610918413512;3154;24,12421600122380
Ohio;Delaware;39041;36653;39,66088123268698;37292;37,75984447302073;40872;39,35297515886771
Ohio;Erie;39043;23148;56,14494651822746;21793;55,30516431924882;16057;42,72978870615785
Ohio;Greene;39057;33540;40,12489681656677;32256;38,63456701401365;28943;35,35757042683672
Ohio;Harrison;39067;3683;47,29677667908052;2950;41,31074079260608;1688;23,84517587229834
Ohio;Hocking;39073;6231;48,32105467235363;6157;48,37366436203646;3775;29,40489172768344
Ohio;Knox;39083;11014;39,01385002302433;10470;36,88178103423982;8171;28,48328511172308
Ohio;Licking;39089;33896;41,19441439908609;34201;42,02113281729942;27376;33,07838232984135
Ohio;Marion;39101;12870;44,35331012854534;12504;45,71512138052062;7928;30,11929184712408
Ohio;Ottawa;39123;12049;52,23026572456544;11503;51,22461702885644;8285;37,28958502115402
Ohio;Paulding;39125;4165;42,63486539052104;3538;38,75985977212972;2093;23,13474079805460
Ohio;Vinton;39163;2463;43,62380446333687;2436;44,55825864276569;1351;24,55470737913486
Ohio;Washington;39167;12368;41,32032607243084;11651;39,49625411030883;8026;26,89678284182306
Oklahoma;Alfalfa;40003;411;16,88578471651602;322;15,45847335573692;216;9,56598759964571
Oklahoma;Carter;40019;5603;29,73360220759924;4908;28,66487559864502;4002;21,59274846228553
Oklahoma;Cherokee;40021;7194;43,91941391941392;6144;42,94701523836152;5456;33,08671922377198
Oklahoma;Cleveland;40027;39681;37,99770180982476;34771;37,03494626519113;38829;35,47647327546825
Oklahoma;Delaware;40041;5085;33,10115870329384;4196;29,39198655085458;3311;21,06770170526852
Oklahoma;Johnston;40069;1249;31,56431640131412;1137;30,03169572107766;786;19,56197112991538
Oklahoma;Love;40085;1257;32,68330733229330;1034;29,79827089337176;735;19,39825811559778
Oklahoma;Noble;40103;1174;23,22453016815034;1143;24,68149427769380;901;18,47068470684707
Oklahoma;Pushmataha;40127;1265;28,28079588642969;1043;25,25423728813560;748;16,68525540932411
Oklahoma;Rogers;40131;10772;27,96832402959886;9148;24,92575134192529;7902;19,33826048651559
Oklahoma;Stephens;40137;4538;23,96999788717515;3939;23,38101739182050;3086;17,23637176050045
Oregon;Benton;41003;29901;64,33366323852145;27776;61,99723226641668;29193;59,87939203741308
Oregon;Clackamas;41005;103476;53,92801676065000;95493;50,43679885069613;102095;47,69925107106649
Oregon;Columbia;41009;13390;54,06169250645995;12004;50,27853403141361;10167;38,19595762266136
Oregon;Curry;41015;5230;42,40999026921830;4625;39,60438431238226;4300;34,09721671556578
Oregon;Josephine;41033;17412;41,40883255249827;14953;37,16138973109995;13453;30,19075403949731
Oregon;Klamath;41035;9370;31,87183237525086;8302;29,48991190679170;7210;23,63392008391517
Oregon;Malheur;41045;2949;28,26607878845970;2759;27,71193250301326;2246;21,52371825586967
Oregon;Multnomah;41051;279696;76,68997285514519;274887;75,36891111586360;292561;73,30463564543489
Oregon;Union;41061;4613;36,62855327933936;3973;32,91632145816073;3249;25,05397902529303
Pennsylvania;Butler;42019;32260;35,70361352443141;28550;31,91905640337638;28584;29,44648762246191
Pennsylvania;Cameron;42023;879;38,03548247511900;724;34,29654192325911;531;24,29094236047575
Pennsylvania;Fayette;42051;25866;49,21794725425277;21971;45,29636119987630;17946;33,37735041940223
Pennsylvania;Lawrence;42073;19711;46,83727782530178;17513;44,86371554462548;14009;34,37538340735652
Pennsylvania;Lebanon;42075;23310;40,01579344915196;19900;35,17143867090845;18953;30,64596976311747
Pennsylvania;Schuylkill;42107;28300;44,88216449392584;24546;42,52083080707468;16770;26,67451367128473
Pennsylvania;Tioga;42117;6390;35,56916225994991;5357;31,50435191719595;3901;21,28785811732606
Pennsylvania;Washington;42125;46122;47,06230485092141;40345;42,58047493403694;36322;35,80285855101035
Rhode Island;Newport;44005;25479;60,66861918708479;23463;59,47227010037513;22851;55,67304178340845
South Carolina;Anderson;45007;24132;32,70494802607505;22405;31,02669916357392;21097;26,21298907843893
South Carolina;Beaufort;45013;30396;44,13532742848846;29848;40,72199407888453;32138;40,92761448729051
South Carolina;Darlington;45031;14505;49,44773982409490;15457;51,26699834162520;13888;46,80191413358495
South Carolina;Dillon;45033;7408;55,21353506745174;7523;57,71384733410050;5834;49,87177295264148
South Carolina;Lexington;45063;33303;30,41036598728906;34148;30,32062722534473;35230;28,85505311524821
South Carolina;Marion;45067;9608;63,31883484908396;9688;64,64700387027892;8569;60,02381619501261
South Dakota;Brookings;46011;7207;52,26629922401914;5827;46,99193548387097;4879;38,47791798107256
South Dakota;Buffalo;46017;454;74,18300653594771;472;73,63494539781591;296;60,40816326530612
South Dakota;Custer;46033;1475;33,14606741573034;1335;29,53539823008849;1121;23,74496928616819
South Dakota;Day;46037;1785;56,16740088105728;1497;52,10581273929689;974;35,45686203130688
South Dakota;Fall River;46047;1338;35,63249001331558;1140;32,42320819112628;821;23,04238001683974
South Dakota;Haakon;46055;187;16,38913234005259;138;12,63736263736264;77;7,37547892720306
South Dakota;Hughes;46065;3037;36,21512043882662;2786;34,16309012875536;2450;29,96941896024465
South Dakota;Jackson;46071;435;38,90876565295170;426;38,51717902350813;323;29,49771689497717
South Dakota;McPherson;46089;441;32,33137829912023;272;22,38683127572017;192;16,88654353562005
South Dakota;Potter;46107;482;33,61227336122734;339;24,54742939898624;215;16,08077786088257
South Dakota;Sully;46119;233;28,31105710814095;186;22,73838630806846;137;15,91173054587689
South Dakota;Todd;46121;2208;78,66049162807268;1976;79,13496195434521;1505;70,82352941176471
South Dakota;Turner;46125;1681;39,40459446788561;1411;33,51543942992874;961;23,15662650602410
South Dakota;Walworth;46129;923;35,22900763358779;671;27,25426482534525;457;18,44973758578926
Tennessee;Anderson;47001;11396;36,09756097560975;10122;34,12792069860750;9013;30,16297981995248
Tennessee;Bedford;47003;5027;32,41761785000323;4211;29,15195569401177;3395;22,11006186909801
Tennessee;Carroll;47017;3980;34,17482397389661;3475;32,02469818449912;2327;22,40947611710324
Tennessee;Cheatham;47021;5498;33,46725103481860;4659;30,68765643525228;3878;24,35317759356946
Tennessee;Fayette;47047;6892;35,79515944738755;6688;34,16777357719424;5874;30,28771785088172
Tennessee;Grundy;47061;1971;42,55181347150259;1643;38,77743686570687;999;20,97417593953391
Tennessee;Hamilton;47065;64246;43,55070498915401;58836;41,67416295393856;55316;38,84332340879726
Tennessee;Obion;47131;4308;32,16845878136201;3321;27,00658697243230;2426;19,80569842436118
Tennessee;Scott;47151;1720;25,35751142562288;1452;21,77564487102580;934;13,11245261827882
Tennessee;Union;47173;1829;28,58259102984842;1478;25,36032944406315;1012;16,19977589242837
Tennessee;Van Buren;47175;849;38,48594741613780;875;38,04347826086957;539;22,28193468375362
Tennessee;Washington;47179;15941;32,54460822342902;14325;29,82386742171885;13024;26,17889447236181
Texas;Atascosa;48013;4415;44,42543771382572;5133;40,35060136781700;4651;34,01594383090763
Texas;Blanco;48031;1467;29,70236890058716;1220;24,53247536698170;1244;21,88214599824098
Texas;Briscoe;48045;205;24,69879518072289;117;16,66666666666666;91;12,36413043478261
Texas;Cameron;48061;48480;64,07867084341171;49975;64,99122179595552;59402;64,51199513461266
Texas;Ector;48135;9123;25,62208616525305;8118;24,96847414880202;10249;28,05639200656994
Texas;El Paso;48141;122021;65,87433124767185;112952;65,51284133354986;147843;69,08293147919704
Texas;Erath;48143;3128;22,31257578999929;1965;15,75402870199631;2160;15,54739797020082
Texas;Galveston;48167;41805;39,81276903737000;39511;35,89363905594215;43658;35,52232248195731
Texas;Gonzales;48177;2167;34,46794973755368;1777;29,33795608386990;1571;24,80265235238396
Texas;Hudspeth;48229;430;47,88418708240535;379;43,91657010428737;324;37,19862227324914
Texas;Jeff Davis;48243;468;37,86407766990291;440;36,91275167785235;422;35,43240973971453
Texas;Kaufman;48257;11161;31,75700668658415;9472;27,32044995673493;10278;24,90730643402399
Texas;Kendall;48259;3599;21,49169951033083;3043;17,11184839453410;3643;18,10636182902584
Texas;Lamb;48279;1156;25,54696132596685;998;24,39501344414569;771;19,29912390488110
Texas;Lampasas;48281;1903;24,92795389048991;1479;20,53026096612993;1483;18,07434491163924
Texas;La Salle;48283;1052;59,23423423423423;965;58,62697448359660;1129;54,83244293346284
Texas;Leon;48289;1418;20,13918477488993;1062;15,29157667386609;909;12,21938432585025
Texas;Lipscomb;48295;155;12,34076433121019;119;10,18835616438356;135;10,13513513513514
Texas;McLennan;48309;29998;37,65092752968346;25694;34,46962074562992;27063;34,22447043945621
Texas;Madison;48313;1146;28,12960235640648;967;24,00695134061569;881;20,54091862905106
Texas;Menard;48327;295;28,97838899803536;171;20,14134275618374;154;17,82407407407407
Texas;Mills;48333;398;18,28203950390446;279;12,67605633802817;243;10,82405345211581
Texas;Mitchell;48335;586;24,10530645824764;538;23,22970639032815;354;16,12021857923497
Texas;Navarro;48349;5400;33,08620795294406;4350;28,31293933871388;4002;24,35343516095661
Texas;Palo Pinto;48363;2499;25,26794742163802;1811;19,39595159044661;1708;16,63096397273612
Texas;Panola;48365;2586;25,31323414252153;2211;21,61290322580645;1835;17,61712749615975
Texas;Parker;48367;10502;21,90152447289942;7853;16,46538348639242;8344;14,68574546350564
Texas;Pecos;48371;1476;36,80798004987531;1591;38,33734939759036;1554;37,13261648745519
Texas;Refugio;48391;1382;42,37963814780742;998;37,28053791557714;1034;35,07462686567165
Texas;Roberts;48393;41;7,91505791505791;33;6,49606299212598;20;3,61010830324910
Texas;San Saba;48411;487;19,82091982091982;323;14,29836210712705;293;12,43105642766228
Texas;Scurry;48415;1088;19,53672113485365;838;16,66998209667794;733;13,85895254301380
Texas;Shelby;48419;2548;27,63557483731019;2322;25,01077121930203;1758;19,34844816200748
Texas;Smith;48423;23726;29,82114352509395;21456;26,95443524578837;22300;26,30709701774254
Texas;Sterling;48431;97;15,67043618739903;31;6,27530364372470;70;11,05845181674566
Texas;Sutton;48435;381;24,14448669201521;369;24,78173270651444;313;22,10451977401130
Texas;Titus;48449;3145;34,01838831800973;2648;29,90738649198103;2597;27,57192907952012
Texas;Tom Green;48451;11158;28,71259102956692;9294;25,31045751633987;9173;23,83897710439460
Texas;Trinity;48455;1925;31,67681421754155;1614;25,88612670408982;1154;19,28153717627402
Texas;Wilson;48493;5362;32,76304533789563;4821;28,02092414995641;4790;24,65006175380815
Utah;Grand;49019;2067;50,69904341427520;1727;43,72151898734177;1960;43,23847341716303
Utah;Summit;49043;9532;56,70771610446784;8072;46,15736505032022;10503;50,88416258902186
Vermont;Rutland;50021;19355;61,21706676787804;17088;59,72945576566815;13635;46,03463992707384
Virginia;Amelia;51007;2488;38,10690764282432;2490;36,00867678958785;2128;30,22727272727273
Virginia;Amherst;51009;6094;41,45578231292517;5900;39,41215764863060;5057;32,84619381657573
Virginia;Essex;51057;2934;54,69798657718121;3016;53,14537444933921;2542;47,00443786982248
Virginia;Greensville;51081;3122;63,88377327603847;3135;63,64190012180268;2558;58,62938345175338
Virginia;Henry;51089;11118;44,09280190362879;10317;41,32916716740777;8198;34,00813075582843
Virginia;Highland;51091;590;37,96653796653796;459;32,48407643312102;371;26,67145938173975
Virginia;James City;51095;17352;44,94987436209621;17879;43,35354025218235;19105;44,25219465869873
Virginia;Mecklenburg;51117;7127;47,25500596737833;6921;45,90435763082841;6285;42,05419872867180
Virginia;Middlesex;51119;2391;39,81018981018981;2370;38,98026315789473;2108;35,03407013461858
Virginia;Stafford;51179;25716;46,37273464971599;27182;44,86737203505934;27908;42,32717566050899
Virginia;Surry;51181;2626;60,71676300578035;2576;59,79572887650883;2272;53,73699148533586
Virginia;Warren;51187;6997;43,38955723676051;6452;38,63935800694694;5169;28,78062360801782
Virginia;Washington;51191;8063;32,91020408163266;7076;27,60611735330836;5553;21,48411807946764
Virginia;Lexington;51678;1543;62,24283985478015;1486;55,30331224413845;1514;61,41987829614605
Virginia;Lynchburg;51680;16269;47,37485804140823;15948;43,75548726953468;14792;41,46785904516273
Washington;Douglas;53017;5848;38,45091722006707;5166;34,57368491500468;4918;31,64125329730425
Washington;Ferry;53019;1467;41,90231362467866;1294;37,61627906976744;1098;30,49153013051930
Washington;Mason;53045;15050;53,16893944746697;14764;52,28971135115991;11993;42,72076372315036
Washington;San Juan;53055;7374;70,02184028107492;7125;67,25505002831792;7172;66,56766289214777
West Virginia;Barbour;54001;2419;38,81578947368421;1768;30,68911647283458;1222;20,18500165180046
West Virginia;Braxton;54007;2704;49,99075614716214;1998;41,59034138218152;1321;25,95284872298625
West Virginia;Calhoun;54013;993;40,88102099629477;818;37,06388763026733;456;17,42453190676347
West Virginia;Harrison;54033;13582;42,61420682730924;9732;37,22033120434467;7694;27,51788268955651
West Virginia;Nicholas;54067;4357;46,54417263112916;2664;30,32441661923734;1840;19,38678748287852
West Virginia;Ohio;54069;8593;43,97645854657114;6786;37,88733180726928;5493;30,62214293678225
West Virginia;Raleigh;54081;10237;36,22562723380162;7739;26,84449686079989;6443;21,75366331285029
West Virginia;Tucker;54093;1288;36,72654690618762;880;28,04333970681963;751;21,61151079136691
West Virginia;Wayne;54099;6137;39,77316915100454;4931;35,33500537441777;3357;22,11171123699117
Wisconsin;Ashland;55003;5818;67,85630977373455;5399;64,48877209746774;4228;52,65911072362685
Wisconsin;Barron;55005;12078;52,77462203967491;10890;47,99048122686410;7879;34,79662588879566
Wisconsin;Calumet;55015;13295;50,21908287376293;11489;43,48599545798638;9646;36,19512195121951
Wisconsin;Chippewa;55017;16239;53,71638384439813;15237;49,25966636492952;11886;37,66040366274833
Wisconsin;Columbia;55021;16661;56,91787373599344;17175;56,22667452366922;13526;45,43347552987807
Wisconsin;Florence;55037;1134;42,23463687150838;953;36,30476190476190;666;25,06586375611592
Wisconsin;Jefferson;55055;21448;49,68725385720243;20158;45,52291050337617;16561;38,38362768275159
Wisconsin;Juneau;55057;6186;53,65134431916739;6242;52,77754291029001;4073;34,71701329696557
Wisconsin;Kewaunee;55061;5902;54,71400760174284;5153;46,68841170607955;3623;33,67726343186466
Wisconsin;Lafayette;55065;4732;60,42651002426255;4536;57,04225352112676;3288;42,91307752545027
Wisconsin;Lincoln;55069;8424;55,17422059208803;7563;49,70425867507887;5370;36,51570787433700
Wisconsin;Ozaukee;55089;20579;38,56272838002436;19159;34,32466811186556;20168;36,98989417310126
Wisconsin;Portage;55097;24817;62,95215869311552;22075;56,11765004957165;18521;48,11149210307564
Wyoming;Albany;56001;8644;50,25289227370502;7458;45,75460122699386;6890;40,38686987104337
Wyoming;Laramie;56021;16072;38,44424245323638;14295;36,18529300088596;11573;28,24818765407991
Wyoming;Lincoln;56023;1823;21,16076610562972;1287;14,93385936412161;1105;12,45070422535211
Wyoming;Uinta;56041;2317;27,52435257780946;1628;19,06546434008666;1202;14,19126328217237
Wyoming;Washakie;56043;1042;25,41463414634146;794;20,13184584178499;532;13,94861038280021
Alaska;District 3;2003;5657;64,52606364777004;2034;33,51458230350964;1241;16,30106396952581
Alaska;District 18;2018;2046;31,91389798783341;4247;61,28427128427128;3909;52,81005133747636
Alaska;District 24;2024;3380;43,96462018730490;3128;42,91397996981753;3578;39,40528634361233
