
x,daysSinceFirstPurch, shoppingCartValue, gender, voucher, returned, boughtAgain
 704,34,77.1 ,female,1,        1,0
 705,19,147.  ,female,0,       0,1
 706,17,75.9 ,female,1,        0,0
 707,20,37.1 ,female,0,       1,0
 708,21,83.7 ,female,0,       1,1
 709,15,50.1 ,female,1,        1,0
 710,14,63.8 ,female,0,       0,0
 711,38,98.7 ,female,0,       1,0
 712,17,41.9 ,female,1,        0,0
 713,47,74.2 ,male,1,        0,1
 714,32,79.2 ,female,0,       0,1
 715,26,52.8 ,female,1,        1,0
 716,14,74.9 ,female,0,       0,1
 717,10,185.  ,male,1,        1,0
 718,45,131.  ,male,0,       0,0
 719,11,42.0 ,female,0,       0,0
 720,56,127.  ,female,1,        0,0
 721,32,40.6 ,female,0,       0,1
 722,12,171.  ,male,0,       0,1
 723,21,64.0 ,male,0,       0,1
 724,67,56.5 ,male,0,       1,1
 725,22,156.  ,female,0,       0,1
 726,26,140.  ,male,0,       0,1
 727,30,79.9 ,female,1,        0,1
 728,34,68.2 ,male,1,        0,0
 729,17,44.0 ,female,0,       0,1
 730,56,188.  ,female,0,       0,1
 731,13,61.5 ,female,0,       0,1
 732,45,69.4 ,female,1,        1,0
 733,28,118.  ,female,0,       0,1
 734,25,84.2 ,male,0,       0,1
 735,49,138.  ,male,1,        0,1
 736,40,47.9 ,female,1,        0,1
 737,27,45.1 ,female,0,       0,0
 738,48,113.  ,female,0,       1,0
 739,45,44.2 ,female,0,       0,1
 740,36,33.8 ,female,0,       1,1
 741,35,67.4 ,female,1,        0,0
 742,48,103.  ,male,0,       0,1
 743,46,86.4 ,female,0,       0,1
 744,64,136.  ,female,0,       0,1
 745,33,140.  ,female,1,        0,1
 746,34,52.8 ,male,0,       0,1
 747,33,93.7 ,female,0,       0,1
 748,43,69.0 ,male,0,       1,1
 749,27,93.8 ,female,1,        0,1
 750,34,41.1 ,female,0,       0,0
 751,46,143.  ,male,0,       0,0
 752,50,41.4 ,female,1,        0,0
 753,30,79.8 ,female,0,       1,0
 754,68,84.6 ,male,0,       0,1
 755,46,108.  ,female,0,       0,1
 756,21,64.1 ,male,0,       0,0
 757,96,361.  ,male,0,       0,1
 758,36,24.8 ,male,1,        1,0
 759,10,53.5 ,female,0,       0,0
 760,15,35.8 ,male,0,       0,1
 761,11,94.1 ,male,0,       1,1
 762,32,54.9 ,male,0,       0,1
 763,41,118.  ,female,0,       0,0
 764,38,34.7 ,female,0,       0,0
 765,22,53.3 ,male,0,       1,0
 766, 3,167.  ,male,0,       0,1
 767,35,80.0 ,male,0,       0,1
 768,20,48.7 ,female,0,       0,0
 769,29,68.2 ,male,0,       0,1
 770,29,72.5 ,female,1,        0,0
 771,57,83.5 ,male,0,       1,1
 772,20,62.2 ,female,0,       0,1
 773,28,115.  ,male,1,        1,0
 774,14,157.  ,female,1,        1,0
 775,47,106.  ,male,0,       0,1
 776, 3,45.5 ,male,0,       0,1
 777,43,71.7 ,male,0,       0,1
 778,33,36.2 ,male,0,       0,0
 779,48,66.1 ,female,0,       0,1
 780, 9,46.2 ,female,0,       0,1
 781,36,81.9 ,male,1,        0,1
 782,16,101.  ,male,0,       1,1
 783,24,103.  ,male,0,       0,1
 784,28,111.  ,male,0,       0,1
 785,20,47.0 ,female,0,       0,0
 786,38,56.5 ,female,0,       0,1
 787,44,58.0 ,female,1,        1,0
 788,36,86.7 ,male,0,       0,1
 789,14,73.3 ,female,0,       0,0
 790,44,171.  ,female,1,        0,1
 791, 4,83.9 ,female,0,       0,1
 792,11,74.8 ,female,0,       1,1
 793,19,59.5 ,male,0,       0,0
 794,13,62.4 ,female,1,        1,0
 795,18,89.4 ,female,0,       1,0
 796,23,34.6 ,male,0,       0,1
 797,49,71.7 ,female,0,       0,1
 798,17,94.6 ,male,0,       0,1
 799,45,63.2 ,female,0,       0,1
 800,20,76.7 ,female,0,       1,1
 801,18,131.  ,female,0,       1,0
 802,15,58.2 ,female,1,        1,0
 803,31,77.8 ,female,1,        1,0
 804,47,46.1 ,female,0,       1,0
 805,32,57.0 ,female,0,       0,1
 806,44,84.5 ,female,0,       0,1
 807,36,50.0 ,female,0,       0,0
 808,23,67.1 ,female,0,       0,1
 809, 9,95.0 ,female,0,       0,0
 810, 9,63.9 ,female,1,        1,1
 811, 6,121.  ,female,1,        1,1
 812,50,95.9 ,male,1,        0,1
 813,26,106.  ,female,0,       0,1
 814,72,38.9 ,male,0,       0,1
 815,56,65.7 ,male,0,       0,1
 816,54,48.0 ,female,0,       0,0
 817,17,57.2 ,female,0,       0,0
 818,44,38.4 ,female,0,       0,1
 819,11,45.1 ,female,0,       1,0
 820,21,53.6 ,female,0,       0,1
 821,14,40.8 ,female,0,       0,1
 822,69,189.  ,male,0,       0,1
 823,13,85.6 ,female,1,        0,0
 824,39,47.5 ,female,0,       0,0
 825,36,84.2 ,female,0,       0,1
 826,35,99.3 ,female,1,        1,0
 827,39,66.9 ,female,0,       1,1
 828,14,63.6 ,female,0,       1,1
 829,30,86.1 ,male,0,       0,1
 830,64,88.7 ,female,0,       0,1
 831,26,60.1 ,female,0,       0,1
 832,29,31.2 ,female,1,        0,1
 833,11,57.1 ,female,0,       0,1
 834,41,102.  ,female,0,       0,0
 835,30,78.7 ,female,1,        1,1
 836,39,51.4 ,female,1,        0,1
 837,70,97.2 ,female,0,       0,0
 838,51,103.  ,female,0,       1,1
 839,63,22.9 ,female,1,        0,0
 840,30,83.8 ,male,0,       0,1
 841,54,134.  ,male,0,       0,1
 842,17,117.  ,female,0,       0,1
 843,26,69.4 ,male,0,       0,1
 844,34,59.2 ,female,1,        1,0
 845,16,89.2 ,male,0,       0,1
 846,25,47.4 ,male,0,       0,1
 847,17,38.6 ,female,0,       0,0
 848,28,84.6 ,female,0,       1,0
 849,35,47.0 ,male,0,       0,1
 850,45,88.5 ,female,0,       0,1
 851,44,115.  ,male,0,       0,1
 852,26,52.4 ,male,1,        0,1
 853,35,85.6 ,male,0,       0,1
 854,60,49.2 ,female,0,       0,0
 855,21,50.0 ,female,0,       1,0
 856,35,49.3 ,female,1,        1,0
 857,38,46.9 ,female,0,       0,0
 858,21,138.  ,female,0,       0,1
 859,15,78.9 ,female,0,       0,0
 860,21,47.0 ,female,0,       0,1
 861,44,78.5 ,male,0,       1,1
 862,60,107.  ,male,0,       0,1
 863,42,47.9 ,male,0,       0,1
 864,43,103.  ,male,0,       1,1
 865,26,73.1 ,female,0,       1,0
 866,38,68.9 ,male,0,       0,1
 867,16,65.1 ,male,0,       0,1
 868,50,154.  ,male,1,        1,1
 869,24,82.0 ,female,0,       0,1
 870, 4,116.  ,male,0,       0,1
 871, 1,48.2 ,female,0,       0,1
 872,20,94.1 ,female,0,       0,0
 873,74,55.2 ,male,0,       1,0
 874,33,83.1 ,male,0,       1,1
 875,24,40.1 ,female,0,       0,1
 876,24,78.1 ,male,1,        0,1
 877,24,78.4 ,female,1,        0,1
 878,43,44.3 ,female,0,       0,1
 879,39,206.  ,female,0,       0,1
 880,30,60.6 ,male,0,       0,1
 881,52,70.1 ,male,0,       1,1
 882,25,88.0 ,female,0,       0,1
 883,34,65.7 ,male,0,       0,0
 884,17,81.7 ,female,0,       0,1
 885,29,70.0 ,male,1,        1,0
 886, 8,52.0 ,male,0,       0,0
 887,45,55.7 ,female,0,       0,0
 888,11,466.  ,male,0,       0,1
 889,41,98.7 ,male,0,       1,1
 890,54,73.0 ,male,0,       1,1
 891,19,158.  ,male,0,       0,0
 892,60,60.0 ,female,1,        0,1
 893, 9,90.0 ,female,0,       0,1
 894,65,89.2 ,female,0,       0,1
 895,35,80.4 ,male,0,       0,1
 896,49,39.0 ,female,0,       0,0
 897,26,110.  ,female,0,       0,1
 898,19,69.8 ,female,0,       1,0
 899,39,31.9 ,female,1,        1,0
 900,46,54.9 ,male,0,       0,0
 901,32,93.1 ,female,0,       0,0
 902,32,52.3 ,female,0,       1,0
 903,28,126.  ,male,0,       0,1
 904,44,76.6 ,male,0,       1,0
 905,27,38.3 ,male,0,       0,1
 906,24,97.9 ,male,0,       0,1
 907,15,137.  ,male,0,       0,0
 908, 6,88.8 ,female,0,       0,1
 909,55,45.9 ,female,0,       0,1
 910,12,72.2 ,female,0,       1,0
 911,30,77.4 ,male,0,       0,0
 912,24,65.9 ,female,0,       0,1
 913,34,143.  ,female,0,       0,0
 914,27,120.  ,male,1,        0,1
 915,44,36.2 ,male,0,       0,0
 916,24,39.5 ,male,0,       0,1
 917,24,101.  ,female,0,       0,0
 918,41,98.0 ,female,0,       0,1
 919,40,95.7 ,female,1,        0,1
 920,72,57.2 ,male,0,       0,1
 921,10,24.9 ,female,0,       0,1
 922,27,67.1 ,male,1,        0,1
 923,42,110.  ,female,1,        0,0
 924,28,184.  ,female,0,       0,1
 925,41,61.8 ,female,0,       0,1
 926,24,142.  ,female,1,        0,0
 927,42,133.  ,male,0,       0,0
 928,35,91.9 ,female,0,       0,1
 929,70,58.8 ,male,1,        0,1
 930,53,150.  ,female,0,       0,0
 931,40,49.0 ,female,0,       0,1
 932,22,102.  ,male,0,       0,1
 933,45,111.  ,female,0,       0,0
 934,55,66.5 ,female,0,       1,0
 935,19,62.4 ,female,0,       0,1
 936,36,112.  ,male,0,       1,0
 937,62,55.8 ,female,0,       0,1
 938,28,109.  ,male,0,       0,1
 939,19,107.  ,female,1,        0,0
 940,53,37.7 ,female,1,        0,0
 941, 9,105.  ,male,0,       0,1
 942,26,172.  ,female,0,       0,0
 943,67,82.8 ,female,0,       0,1
 944,51,119.  ,female,0,       1,1
 945,31,41.1 ,male,0,       0,1
 946,26,58.5 ,female,0,       1,0
 947,53,63.2 ,female,0,       0,0
 948,42,150.  ,male,1,        0,0
 949,41,48.9 ,female,0,       0,1
 950,51,74.8 ,female,0,       1,0
 951,53,67.0 ,female,0,       0,1
 952,22,98.3 ,female,0,       0,1
 953,37,269.  ,female,0,       0,0
 954,29,121.  ,male,1,        0,1
 955,25,134.  ,female,1,        0,1
 956,24,66.1 ,male,0,       0,0
 957,67,42.0 ,female,0,       0,0
 958,38,207.  ,male,0,       1,1
 959,38,115.  ,male,0,       1,0
 960,32,79.4 ,female,0,       0,1
 961,44,46.4 ,male,0,       0,1
 962,33,78.6 ,female,0,       0,1
 963,29,131.  ,female,0,       0,1
 964,30,88.6 ,female,1,        0,1
 965,54,92.8 ,male,0,       0,1
 966,17,135.  ,female,1,        0,1
 967,28,123.  ,female,0,       0,1
 968, 4,74.8 ,female,0,       0,1
 969,33,39.4 ,female,0,       0,0
 970,25,28.5 ,female,0,       0,0
 971,46,92.7 ,male,1,        0,0
 972,23,30.9 ,male,1,        1,0
 973,39,48.8 ,female,0,       1,0
 974,34,34.2 ,female,0,       0,0
 975,40,51.1 ,male,0,       1,0
 976,25,81.6 ,female,0,       0,1
 977,20,65.0 ,female,1,        0,0
 978,61,32.0 ,female,0,       0,1
 979, 3,56.4 ,female,0,       1,1
 980,26,70.0 ,female,0,       0,1
 981,36,90.0 ,male,0,       0,1
 982,24,50.2 ,male,0,       1,1
 983,50,79.9 ,female,0,       0,1
 984,53,104.  ,male,0,       0,0
 985,24,130.  ,female,0,       0,1
 986,41,120.  ,female,1,        1,0
 987,48,121.  ,female,0,       0,1
 988,35,116.  ,male,0,       0,1
 989,31,107.  ,female,0,       0,0
 990,21,97.5 ,female,1,        0,1
 991,52,48.3 ,female,1,        1,0
 992,57,75.2 ,female,0,       0,1
 993,17,57.4 ,female,0,       0,1
 994,35,149.  ,female,1,        0,1
 995,46,107.  ,female,0,       0,1
 996,65,193.  ,male,1,        0,1
 997,28,105.  ,female,0,       0,1
 998,30,34.7 ,male,1,        1,1
 999,38,182.  ,male,0,       1,0
1000,56,88.4 ,female,0,       0,0
1001,48,98.6 ,female,0,       0,1
1002,38,90.1 ,female,0,       0,1
1003,39,60.1 ,male,0,       1,0
1004,39,104.  ,female,0,       0,1
1005,42,57.1 ,female,0,       1,0
1006,48,87.4 ,male,0,       0,1
1007,27,70.9 ,female,0,       0,0
1008,55,40.1 ,male,0,       1,0
1009,54,67.3 ,female,0,       0,1
1010,11,53.6 ,female,0,       0,0
1011,42,52.2 ,female,0,       0,0
1012,43,51.2 ,female,0,       1,0
1013,39,29.6 ,female,0,       0,0
1014,34,106.  ,male,0,       0,1
1015,26,62.8 ,male,0,       0,1
1016,30,112.  ,male,0,       0,1
1017,35,130.  ,male,1,        0,0
1018,34,86.6 ,female,0,       0,0
1019,61,124.  ,female,0,       0,1
1020,15,62.5 ,male,1,        0,1
1021,26,37.1 ,female,1,        0,0
1022,30,28.5 ,female,0,       0,0
1023,30,119.  ,female,0,       1,1
1024,68,65.5 ,male,0,       0,0
1025,20,44.5 ,female,0,       0,1
1026,12,53.4 ,female,0,       0,1
1027,33,118.  ,female,0,       0,1
1028,19,61.3 ,female,0,       0,0
1029,74,165.  ,female,1,        0,0
1030,14,114.  ,female,0,       0,0
1031,22,178.  ,female,0,       0,1
1032,27,64.6 ,female,0,       1,0
1033,40,190.  ,male,0,       0,1
1034,19,99.0 ,female,1,        0,1
1035,11,54.3 ,female,1,        1,0
1036,20,74.6 ,female,0,       0,0
1037,31,97.4 ,male,1,        0,0
1038,45,143.  ,female,0,       0,1
1039,15,62.1 ,female,0,       0,1
1040,57,82.4 ,female,1,        0,0
1041,14,69.2 ,male,0,       0,1
1042,32,59.4 ,female,0,       0,1
1043,16,22.2 ,male,0,       0,0
1044,19,123.  ,female,1,        0,1
1045,24,63.3 ,female,0,       0,0
1046,18,48.3 ,female,0,       0,1
1047,10,127.  ,female,0,       1,1
1048,16,93.1 ,male,1,        0,1
1049,47,75.5 ,female,0,       0,1
1050,23,96.6 ,male,0,       0,1
1051,33,55.9 ,female,0,       1,0
1052, 9,44.4 ,female,0,       1,1
1053,30,56.0 ,female,0,       0,1
1054,53,126.  ,male,0,       1,1
1055,26,75.9 ,female,0,       0,0
1056,34,64.3 ,female,0,       0,0
1057,12,85.8 ,female,0,       1,0
1058,64,63.4 ,male,0,       1,0
1059,38,59.2 ,female,0,       0,0
1060,14,54.6 ,female,0,       0,1
1061,20,40.7 ,female,0,       0,1
1062,27,68.9 ,male,0,       0,1
1063,31,48.0 ,male,0,       0,1
1064,33,49.8 ,female,0,       1,1
1065,12,63.2 ,female,0,       0,0
1066,26,111.  ,female,0,       1,0
1067,34,62.1 ,male,0,       0,1
1068,40,67.9 ,male,0,       0,1
1069,25,44.6 ,male,0,       0,1
1070,14,54.1 ,female,0,       0,0
1071,54,171.  ,female,0,       0,1
1072,19,51.5 ,female,0,       0,1
1073,16,66.4 ,male,0,       0,1
1074,44,52.0 ,female,0,       0,1
1075,22,129.  ,male,0,       1,1
1076,24,41.1 ,male,1,        0,1
1077,24,62.7 ,female,0,       0,0
1078,45,43.8 ,female,0,       0,1
1079, 4,77.3 ,male,0,       0,1
1080,16,136.  ,female,0,       0,1
1081,18,62.6 ,male,0,       0,1
1082,39,78.9 ,female,0,       0,0
1083,48,70.5 ,male,0,       0,1
1084,44,42.1 ,female,0,       0,0
1085,21,116.  ,female,0,       0,1
1086,23,259.  ,male,0,       0,1
1087,34,115.  ,female,1,        1,0
1088,51,89.4 ,female,0,       0,0
1089,40,98.6 ,female,0,       0,0
1090,63,71.2 ,male,1,        0,1
1091,20,135.  ,female,0,       0,0
1092,40,54.8 ,male,0,       0,1
1093,31,37.5 ,female,0,       1,0
1094,34,31.0 ,female,0,       0,1
1095,45,105.  ,female,0,       0,0
1096,26,88.2 ,female,0,       0,1
1097,10,113.  ,male,1,        0,0
1098,55,52.8 ,male,1,        0,1
1099,39,58.1 ,female,0,       0,0
1100,26,98.9 ,female,0,       0,1
1101,47,92.5 ,male,0,       0,0
1102,28,113.  ,female,0,       0,1
1103,20,133.  ,female,0,       1,1
1104,22,75.4 ,female,0,       1,1
1105,24,69.4 ,female,0,       0,0
1106,36,71.1 ,female,0,       0,1
1107,23,58.6 ,female,0,       0,1
1108, 4,51.3 ,female,0,       0,0
1109,21,105.  ,female,0,       1,1
1110,64,175.  ,female,0,       0,0
1111,19,27.4 ,male,0,       0,1
1112,35,171.  ,female,0,       0,1
1113, 4,86.2 ,male,1,        0,0
1114, 5,43.4 ,female,0,       0,0
1115,27,91.8 ,male,0,       0,1
1116,32,60.4 ,female,0,       1,1
1117,21,71.5 ,female,0,       0,1
1118,56,126.  ,female,0,       0,1
1119,33,63.5 ,male,0,       0,1
1120,14,184.  ,female,0,       1,1
1121,35,35.5 ,female,1,        0,1
1122,24,80.6 ,female,1,        0,0
1123,28,57.0 ,female,0,       0,0
1124,73,300.  ,female,0,       1,1
1125,61,42.2 ,male,0,       1,0
1126,15,128.  ,female,1,        0,1
1127,51,52.6 ,female,0,       0,1
1128,49,73.0 ,female,0,       0,1
1129,65,159.  ,female,0,       0,0
1130,43,50.5 ,male,0,       0,0
1131,32,62.2 ,female,1,        0,0
1132,43,124.  ,female,0,       0,0
1133,27,53.7 ,female,0,       0,1
1134,24,78.5 ,female,0,       0,0
1135,38,171.  ,female,0,       0,1
1136,40,110.  ,female,0,       1,1
1137,10,40.9 ,female,0,       0,0
1138,39,71.9 ,male,0,       0,1
1139,60,183.  ,male,0,       0,1
1140,11,51.7 ,female,1,        0,1
1141,59,55.8 ,female,0,       0,0
1142,32,60.5 ,female,0,       1,0
1143,27,62.9 ,female,1,        0,1
1144,36,109.  ,male,0,       1,1
1145,52,48.7 ,female,1,        0,0
1146,45,69.4 ,female,0,       0,1
1147,31,96.0 ,female,0,       1,0
1148, 9,42.6 ,female,0,       1,0
1149,25,58.5 ,female,0,       0,0
1150,26,139.  ,male,0,       0,0
1151,19,31.3 ,female,0,       0,1
1152,34,119.  ,male,1,        0,1
1153, 9,59.7 ,male,0,       0,1
1154,28,45.9 ,female,0,       0,1
1155,57,66.1 ,female,1,        0,0
1156,56,124.  ,female,0,       0,1
1157,37,45.6 ,female,0,       1,0
1158,43,65.1 ,female,0,       0,0
1159,39,51.6 ,male,1,        0,1
1160,76,142.  ,female,0,       0,1
1161,48,56.8 ,female,0,       0,1
1162,45,165.  ,male,0,       0,1
1163,64,114.  ,female,0,       0,1
1164,29,124.  ,female,0,       0,1
1165,58,275.  ,female,1,        0,1
1166,47,35.2 ,male,0,       1,0
1167,20,56.9 ,female,0,       0,1
1168,37,142.  ,male,0,       0,1
1169,45,116.  ,female,0,       1,0
1170,47,40.0 ,male,0,       0,1
1171,16,226.  ,female,0,       0,1
1172,26,73.5 ,male,0,       0,1
1173,31,84.5 ,female,0,       0,0
1174,48,48.7 ,female,0,       0,1
1175,24,48.5 ,female,0,       1,0
1176,50,70.1 ,male,0,       1,1
1177,32,92.2 ,female,0,       0,0
1178,16,202.  ,female,0,       0,1
1179,13,42.9 ,female,0,       0,1
1180,22,161.  ,male,0,       1,1
1181,55,61.7 ,female,0,       1,0
1182,11,170.  ,female,0,       0,1
1183,22,95.0 ,female,0,       0,1
1184,74,75.2 ,male,0,       0,1
1185,27,173.  ,female,0,       0,1
1186,80,62.0 ,male,0,       0,1
1187,20,58.9 ,male,1,        0,1
1188,11,63.5 ,male,1,        1,0
1189,67,47.4 ,female,1,        0,0
1190,17,118.  ,female,0,       0,0
1191,30,96.0 ,male,0,       0,1
1192,47,111.  ,male,0,       0,1
1193,28,146.  ,female,0,       0,1
1194,53,55.4 ,male,0,       0,1
1195,22,121.  ,female,1,        1,1
1196,14,41.9 ,female,0,       0,0
1197,40,60.3 ,male,0,       1,1
1198,26,35.5 ,female,0,       0,0
1199,47,83.0 ,female,0,       0,1
1200,64,68.6 ,male,0,       0,1
1201,45,72.5 ,female,0,       0,0
1202,47,48.7 ,female,0,       0,1
1203,61,85.5 ,male,1,        0,0
1204,21,150.  ,female,1,        0,1
1205,15,148.  ,female,0,       0,1
1206,19,61.9 ,female,0,       0,0
1207,50,60.6 ,female,0,       0,0
1208,21,106.  ,female,0,       0,1
1209,30,40.9 ,female,0,       0,0
1210,32,39.7 ,male,1,        1,1
1211,52,47.8 ,male,1,        0,1
1212,57,49.9 ,female,0,       0,1
1213,10,147.  ,female,0,       1,1
1214,41,139.  ,male,0,       1,0
1215,47,68.0 ,male,1,        1,1
1216,22,216.  ,male,0,       0,1
1217,14,210.  ,male,0,       0,1
1218,29,50.4 ,female,0,       0,1
1219,44,111.  ,male,0,       0,1
1220,36,139.  ,male,1,        0,0
1221,14,41.8 ,female,0,       0,1
1222,25,68.4 ,female,0,       0,0
1223,51,58.8 ,female,0,       0,0
1224,11,38.4 ,female,0,       0,1
1225,43,57.2 ,male,0,       0,1
1226,10,74.7 ,female,0,       0,0
1227,16,42.2 ,female,0,       0,1
1228,49,132.  ,male,0,       0,1
1229,29,131.  ,male,0,       0,0
1230,32,50.2 ,female,0,       1,1
1231,65,187.  ,male,0,       0,1
1232,19,80.1 ,male,0,       0,1
1233,24,29.5 ,female,0,       0,1
1234,25,82.1 ,female,0,       0,1
1235,31,55.4 ,female,1,        1,0
1236,19,51.7 ,female,0,       0,1
1237,73,35.4 ,female,0,       0,1
1238,52,42.4 ,female,0,       0,1
1239,35,38.6 ,male,0,       1,0
1240,39,142.  ,male,0,       0,0
1241,82,125.  ,male,0,       0,1
1242,21,123.  ,male,1,        0,0
1243,   139,227.  ,female,1,        0,1
1244,63,123.  ,female,1,        0,1
1245,50,135.  ,female,0,       0,0
1246,58,188.  ,female,0,       0,1
1247,43,39.2 ,male,0,       0,0
1248,40,79.1 ,male,0,       0,0
1249,37,140.  ,female,0,       1,1
1250,18,47.5 ,female,0,       0,0
1251,13,52.9 ,male,0,       0,1
1252,25,96.9 ,female,0,       0,1
1253,12,84.3 ,female,0,       0,1
1254,27,92.8 ,female,0,       0,1
1255, 4,52.3 ,female,0,       0,1
1256,13,60.8 ,female,0,       1,1
1257,34,49.7 ,female,0,       0,1
1258,14,47.4 ,female,0,       0,1
1259,60,180.  ,female,0,       0,1
1260,52,109.  ,female,0,       0,0
1261,52,69.3 ,male,0,       0,1
1262,43,113.  ,female,0,       0,1
1263,52,265.  ,male,0,       1,1
1264,50,84.4 ,female,0,       0,1
1265,27,56.9 ,male,0,       0,0
1266,70,62.0 ,male,0,       1,0
1267,36,55.5 ,male,1,        0,0
1268,53,86.8 ,female,1,        0,1
1269,21,139.  ,female,0,       0,0
1270,63,93.2 ,male,0,       0,1
1271,24,182.  ,female,1,        0,0
1272,59,102.  ,female,0,       0,1
1273,34,118.  ,male,0,       1,0
1274,28,50.3 ,female,0,       0,1
1275,40,50.1 ,male,1,        1,0
1276,21,47.9 ,male,0,       0,1
1277,34,31   ,male,0,       0,1
1278,43,27.2 ,female,0,       0,0
1279,28,80.9 ,female,0,       0,1
1280,24,52.5 ,male,0,       0,0
1281, 3,66.7 ,male,0,       0,1
1282,15,79.4 ,male,0,       0,1
1283,10,28.3 ,female,0,       0,1
1284,94,71.4 ,male,0,       0,1
1285, 5,84.9 ,female,0,       0,0
1286,23,105.  ,female,0,       0,1
1287,60,70.7 ,female,0,       0,0
1288,69,91.0 ,male,0,       0,1
1289,48,143.  ,male,0,       0,1
1290,60,102.  ,female,0,       0,1
1291,19,87.4 ,female,0,       0,1
1292,15,32.9 ,female,1,        1,1
1293,18,154.  ,female,0,       0,1
1294,18,80.6 ,male,1,        0,1
1295,31,64.6 ,female,0,       0,1
1296,21,74.8 ,female,0,       0,1
1297,35,78.5 ,male,0,       0,1
1298,29,42.2 ,male,0,       0,0
1299,37,435.  ,male,1,        0,1
1300,54,42.3 ,female,0,       0,1
1301, 6,71.4 ,female,1,        0,0
1302,17,83.1 ,female,0,       1,1
1303,45,189.  ,male,0,       0,1
1304,37,144.  ,male,0,       0,1
1305,31,37.5 ,female,0,       0,1
1306,41,97.5 ,male,0,       0,1
1307,17,126   ,female,0,       0,1
1308,29,33.5 ,male,0,       0,0
1309,55,99.1 ,male,0,       0,1
1310,16,132.  ,male,0,       0,1
1311,26,35.4 ,female,0,       0,0
1312,58,104.  ,female,0,       0,1
1313,42,74.0 ,male,0,       0,1
1314,35,49.0 ,female,1,        0,0
1315, 8,40.6 ,female,0,       0,1
1316,46,87.7 ,male,1,        0,0
1317,66,173.  ,female,0,       0,0
1318,34,60.0 ,male,0,       0,1
1319,30,134.  ,male,1,        0,0
1320,22,95.1 ,female,0,       0,1
1321,17,65.0 ,female,0,       0,1
1322,42,70.6 ,male,1,        1,1
1323,61,190.  ,female,1,        0,1
1324,16,55.9 ,male,0,       0,0
1325,38,54.7 ,female,1,        0,0
1326,21,76.5 ,female,1,        0,1
1327,17,44.5 ,female,0,       0,1
1328,28,55.5 ,female,0,       1,0
1329,18,92.6 ,female,1,        1,1
1330,27,235.  ,female,1,        1,1
1331,21,136.  ,female,0,       0,0
1332,29,40.2 ,female,0,       1,0
1333,18,81.9 ,female,1,        0,0
1334,31,83.2 ,male,0,       0,1
1335,27,82.7 ,male,1,        0,1
1336,49,112.  ,female,0,       0,1
1337,20,79.0 ,female,0,       0,1
1338,26,90.8 ,male,0,       1,1
1339,19,25.6 ,female,0,       1,0
1340,56,290.  ,female,0,       1,0
1341, 5,51.1 ,female,0,       0,1
1342,45,120.  ,male,0,       1,1
1343,26,56.6 ,male,1,        0,1
1344,12,77.8 ,male,0,       0,1
1345, 5,31.2 ,female,0,       0,1
1346,68,25.1 ,female,1,        0,0
1347,53,61.1 ,male,0,       1,1
1348,19,59.4 ,female,0,       0,1
1349,23,210.  ,female,0,       0,1
1350,22,55.4 ,female,0,       0,1
1351,14,155.  ,male,1,        1,1
1352,65,56.0 ,female,0,       0,0
1353,44,115.  ,male,0,       0,1
1354,34,103.  ,male,0,       0,0
1355,15,31.3 ,male,1,        0,1
1356,43,189.  ,female,0,       0,1
1357,55,87.3 ,female,0,       0,1
1358,67,205.  ,male,1,        1,1
1359,38,53.6 ,female,1,        0,0
1360,34,65.8 ,male,0,       0,1
1361,24,80.1 ,female,0,       0,1
1362,65,66   ,female,0,       0,0
1363,10,165.  ,male,0,       0,1
1364,49,131.  ,female,0,       0,1
1365,30,88.8 ,female,0,       1,1
1366,35,109.  ,female,1,        0,1
1367,21,46   ,male,0,       1,0
1368,26,59.1 ,female,0,       0,0
1369,26,83.0 ,female,0,       0,0
1370,53,53.6 ,female,0,       0,0
1371,36,194.  ,male,0,       0,1
1372,28,69.3 ,female,0,       0,1
1373, 7,79.9 ,female,0,       0,1
1374,23,122.  ,female,1,        1,1
1375,55,130.  ,female,0,       1,1
1376,12,120.  ,male,0,       0,1
1377,12,62.2 ,female,0,       0,0
1378,34,140.  ,female,0,       0,1
1379,52,77.1 ,male,1,        0,0
1380,33,50.5 ,female,0,       0,0
1381,52,61.1 ,male,0,       1,0
1382,49,74.2 ,female,0,       0,0
1383,49,94.6 ,male,0,       0,1
1384, 9,63.2 ,female,0,       0,1
1385,61,83.2 ,female,0,       0,1
1386,32,70.7 ,male,0,       0,0
1387,30,187.  ,female,0,       0,1
1388,19,128.  ,female,0,       0,0
1389,55,153.  ,male,0,       0,1
1390,50,92.0 ,female,0,       0,1
1391,40,66.5 ,female,0,       0,0
1392,47,51.7 ,female,1,        0,0
1393,41,62.2 ,female,0,       0,1
1394,33,93.4 ,male,1,        0,0
1395,45,154.  ,male,0,       1,1
1396,40,109.  ,female,0,       1,0
1397,28,64.1 ,female,0,       0,0
1398,19,93.3 ,male,0,       0,1
1399,15,36.7 ,female,0,       0,1
1400,19,79.6 ,male,0,       0,1
1401,47,42.8 ,female,0,       1,0
1402,20,136.  ,female,0,       0,1
1403,16,250.  ,male,0,       0,0
1404,22,93.5 ,female,0,       0,1
1405,55,71.0 ,female,0,       0,0
1406,78,82.4 ,male,0,       0,1
1407,75,123.  ,male,0,       0,1
1408,30,48.9 ,female,0,       0,1
1409,18,39.9 ,male,0,       0,0
1410,78,114.  ,male,0,       0,1
